Gold,Level,Minions,Kills,Assists,Deaths,Towers,Dragons,Heralds,Barons,Gold_diff,Win
80671,17.4,1292,31,40,44,6,2,1,2,-6776,0
87447,17.6,1301,44,57,31,4,5,1,0,6776,1
74987,17.4,1211,23,36,26,5,3,1,3,-6492,1
81479,17.2,1151,26,49,23,8,4,1,0,6492,0
