Gold,Level,Minions,Kills,Assists,Deaths,Towers,Dragons,Heralds,Barons,Gold_diff,Win
14767,6.6,233,5,5,5,0,1,0,0,269,1
14498,6.4,250,5,3,5,0,0,0,0,-269,0
14737,6.8,289,4,0,4,0,1,0,0,-232,0
14969,6.2,252,4,4,4,0,0,1,0,232,1
14989,6.4,279,5,2,4,0,1,0,0,455,1
14534,6.4,249,4,2,5,0,0,0,0,-455,0
16710,6.6,216,10,9,6,0,1,0,0,1404,1
15306,6.4,232,6,6,10,0,0,0,0,-1404,0
14577,6.2,216,6,8,7,0,0,0,0,-1510,0
16087,6.6,266,7,5,6,0,0,0,0,1510,1
15497,6.6,258,5,7,6,0,0,0,0,500,1
14997,6.6,254,6,4,5,0,0,0,0,-500,0
16500,6.6,227,8,6,8,0,0,0,0,1233,1
15267,6.2,199,8,7,8,0,0,0,0,-1233,0
16242,6.0,190,11,8,6,0,0,0,0,1430,1
14812,6.2,205,6,1,11,0,0,0,0,-1430,0
16126,6.4,247,8,7,6,0,0,0,0,428,1
15698,6.4,221,6,8,8,0,1,0,0,-428,0
15073,6.6,249,5,6,5,0,0,0,0,667,0
14406,6.4,233,5,4,5,0,0,0,0,-667,1
17450,6.8,287,7,8,6,0,1,1,0,2750,1
14700,6.2,197,6,10,7,0,0,0,0,-2750,0
17017,6.0,215,11,12,5,0,0,0,0,1739,0
15278,6.2,240,5,5,11,0,0,0,0,-1739,1
15014,6.6,262,6,3,4,0,0,0,0,1467,1
13547,6.2,228,4,1,6,0,1,0,0,-1467,0
16803,6.4,256,9,8,3,0,0,1,0,3138,1
13665,6.6,249,3,2,9,0,1,0,0,-3138,0
15640,6.2,239,8,6,9,0,0,0,0,-761,0
16401,6.4,226,9,13,8,0,1,0,0,761,1
15409,6.2,229,7,7,6,0,0,0,0,-137,0
15546,6.4,252,6,10,7,0,0,0,0,137,1
15561,6.2,217,7,6,13,0,1,0,0,-1196,1
16757,6.2,223,13,12,7,0,0,0,0,1196,0
19596,6.6,261,12,14,4,0,0,0,0,6119,1
13477,6.2,197,4,4,12,0,0,0,0,-6119,0
15068,6.6,258,5,6,6,0,0,0,0,-264,0
15332,6.6,276,6,4,5,0,1,0,0,264,1
14645,6.4,256,3,3,3,0,0,0,0,804,1
13841,6.4,253,3,1,3,0,1,0,0,-804,0
15428,6.6,237,7,6,9,0,1,0,0,-1208,0
16636,6.4,230,9,8,7,0,0,0,0,1208,1
16048,6.8,247,8,5,4,0,0,0,0,1620,1
14428,6.4,250,4,2,8,0,0,0,0,-1620,0
13885,6.6,271,3,1,4,0,0,0,0,-1175,1
15060,6.4,250,4,5,3,0,0,0,0,1175,0
15904,6.4,224,9,8,8,0,0,0,0,381,1
15523,6.2,187,8,8,9,0,0,0,0,-381,0
13575,6.2,259,2,1,6,0,1,0,0,-1826,0
15401,6.6,235,6,8,2,0,0,1,0,1826,1
14092,6.2,246,3,4,8,0,0,0,0,-2186,0
16278,6.4,256,8,8,3,0,1,0,0,2186,1
16913,6.8,264,9,8,5,0,0,1,0,2050,1
14863,6.4,234,5,2,9,0,0,0,0,-2050,0
16773,6.2,222,10,16,8,0,1,0,0,962,1
15811,6.2,224,8,7,10,0,0,0,0,-962,0
17195,6.2,210,11,14,11,0,0,0,0,-497,0
17692,6.6,259,11,10,11,0,1,0,0,497,1
15469,6.4,246,5,4,6,0,0,0,0,-446,0
15915,6.6,258,6,8,5,0,1,1,0,446,1
14374,6.4,233,3,3,4,0,0,0,0,-291,1
14665,6.0,241,4,6,3,0,1,0,0,291,0
17099,6.6,239,8,8,5,0,0,0,0,2150,1
14949,6.2,252,5,5,8,0,1,1,0,-2150,0
14434,6.6,253,2,2,6,0,0,1,0,-1512,0
15946,6.6,277,6,8,2,0,1,0,0,1512,1
15572,6.2,252,7,5,2,0,0,0,0,2565,0
13007,6.2,237,2,1,7,0,1,0,0,-2565,1
16088,6.6,264,7,4,7,0,0,0,0,856,0
15232,6.6,238,7,9,7,0,1,0,0,-856,1
14935,6.6,257,5,5,7,0,1,0,0,-940,1
15875,6.8,248,7,7,5,0,0,0,0,940,0
13731,5.8,218,5,2,3,0,0,0,0,-956,0
14687,6.4,274,3,2,5,0,0,0,0,956,1
15689,6.2,208,8,9,8,0,0,0,0,-1749,0
17438,6.6,275,8,6,8,0,1,1,0,1749,1
15689,6.2,208,8,9,8,0,0,0,0,-1749,0
17438,6.6,275,8,6,8,0,1,1,0,1749,1
18140,6.2,220,12,10,16,0,0,0,0,-1710,0
19850,6.6,229,16,26,12,0,0,0,0,1710,1
13942,6.4,228,5,4,7,0,0,0,0,-2389,0
16331,6.0,249,7,10,5,0,0,0,0,2389,1
15067,6.4,216,5,1,15,0,0,0,0,-3564,0
18631,6.4,204,15,10,5,0,0,1,0,3564,1
15743,6.6,232,7,11,6,0,0,0,0,-303,1
16046,6.6,274,6,3,7,0,1,0,0,303,0
