Gold,Level,Minions,Kills,Assists,Deaths,Towers,Dragons,Heralds,Barons,Gold_diff,Win
16399,7.0,268,6,5,5,0,1,0,0,67,1
16332,7.0,294,5,3,6,0,0,1,0,-67,0
16727,7.4,334,5,0,5,0,1,0,0,-63,0
16790,6.8,286,5,5,5,0,0,1,0,63,1
18024,7.2,317,6,2,4,1,1,1,0,2217,1
15807,6.8,280,4,2,6,0,0,0,0,-2217,0
18685,7.2,248,11,10,7,0,1,0,0,1028,1
17657,7.0,264,7,7,11,0,0,1,0,-1028,0
16141,7.0,249,7,8,7,0,0,0,0,-1537,0
17678,6.8,305,7,5,7,0,0,0,0,1537,1
17629,6.8,292,6,7,6,0,0,0,0,1336,1
16293,6.8,280,6,4,6,0,0,0,0,-1336,0
18843,7.2,258,10,8,10,0,0,0,0,1179,1
17664,6.8,230,10,9,10,0,0,0,0,-1179,0
19235,6.8,219,14,12,8,0,0,0,0,1757,1
17478,7.0,232,8,3,14,0,0,0,0,-1757,0
18336,7.2,287,10,8,6,0,0,0,0,1034,1
17302,7.0,250,6,8,10,0,1,0,0,-1034,0
17307,7.2,282,6,7,6,0,0,1,0,1044,0
16263,7.2,263,6,4,6,0,1,0,0,-1044,1
19259,7.2,318,7,8,6,0,1,1,0,3306,1
15953,6.6,231,6,10,7,0,0,0,0,-3306,0
18519,6.2,237,12,12,6,0,0,0,0,1402,0
17117,6.6,265,6,5,12,0,0,1,0,-1402,1
17137,7.4,304,7,4,4,0,0,0,0,2054,1
15083,7.0,267,4,1,7,0,1,0,0,-2054,0
19153,7.2,313,10,10,3,0,0,1,0,4184,1
14969,6.8,284,3,2,10,0,1,0,0,-4184,0
17306,6.8,266,8,6,11,0,0,1,0,-2055,0
19361,6.6,257,11,16,8,0,1,0,0,2055,1
18208,6.8,247,11,14,7,0,0,0,0,853,0
17355,6.6,282,7,12,11,0,0,0,0,-853,1
17139,7.0,261,7,6,13,0,1,0,0,-1394,1
18533,6.8,272,13,12,7,0,0,1,0,1394,0
21549,7.4,292,14,14,5,0,1,0,0,6072,1
15477,6.6,227,5,4,14,0,0,0,0,-6072,0
16416,6.8,295,5,6,8,0,0,0,0,-1484,0
17900,7.2,319,8,6,5,0,1,1,0,1484,1
16268,7.0,292,4,3,5,0,0,0,0,57,1
16211,7.2,293,5,2,4,0,1,1,0,-57,0
16935,6.6,266,7,6,12,0,1,0,0,-2682,0
19617,6.8,250,12,12,7,0,0,0,0,2682,1
18669,7.2,279,10,7,4,0,0,1,0,3072,1
15597,6.6,278,4,2,10,0,0,0,0,-3072,0
15235,6.8,300,3,1,5,0,0,0,0,-1793,1
17028,7.2,292,5,5,3,0,0,0,0,1793,0
17935,6.8,282,9,8,8,0,0,0,0,1148,1
16787,6.4,220,8,8,9,0,0,0,0,-1148,0
14760,6.8,284,2,1,7,0,1,0,0,-3407,0
18167,7.0,282,7,9,2,0,0,1,0,3407,1
15914,6.8,284,4,5,10,0,0,0,0,-2663,0
18577,6.8,284,10,12,4,0,1,0,0,2663,1
19019,7.4,313,10,10,5,0,0,1,0,3028,1
15991,6.8,260,5,2,10,0,0,0,0,-3028,0
18455,6.6,255,11,17,8,0,1,0,0,1282,1
17173,6.8,259,8,7,11,0,0,0,0,-1282,0
18986,7.0,245,12,15,13,0,0,0,0,-1244,0
20230,6.8,290,13,12,12,0,1,1,0,1244,1
16930,7.2,285,5,4,6,0,0,0,0,-640,0
17570,7.2,304,6,8,5,0,1,1,0,640,1
17471,7.0,261,6,5,6,0,0,0,0,959,1
16512,6.6,267,6,7,6,0,1,0,0,-959,0
18933,6.6,271,8,8,6,0,0,0,0,2253,1
16680,7.0,283,6,5,8,0,1,1,0,-2253,0
17555,7.2,289,4,4,7,0,0,1,0,-294,0
17849,7.2,313,7,9,4,0,1,0,0,294,1
18281,7.0,287,9,7,3,0,0,1,0,3408,0
14873,7.0,264,3,1,9,0,1,0,0,-3408,1
17881,7.0,295,8,4,7,0,0,1,0,986,0
16895,6.8,283,7,9,8,0,1,0,0,-986,1
17099,6.8,288,7,6,8,0,1,0,0,-497,1
17596,6.8,272,8,8,7,0,0,0,0,497,0
15583,6.8,255,6,3,3,0,0,0,0,-325,0
15908,6.8,306,3,2,6,0,0,0,0,325,1
18015,6.6,237,10,11,11,0,0,0,0,-2466,0
20481,7.2,308,11,9,10,0,1,1,0,2466,1
18015,6.6,237,10,11,11,0,0,0,0,-2466,0
20481,7.2,308,11,9,10,0,1,1,0,2466,1
19677,6.4,253,12,10,19,0,0,0,0,-2964,0
22641,7.2,270,19,29,12,0,1,0,0,2964,1
15878,6.4,247,7,8,11,0,0,0,0,-3660,0
19538,7.0,287,11,14,7,0,1,0,0,3660,1
17085,6.4,242,6,1,17,0,0,0,0,-3256,0
20341,7.2,229,17,11,6,0,0,1,0,3256,1
16991,7.0,266,7,11,6,0,0,0,0,-1013,1
18004,7.2,320,6,3,7,0,1,1,0,1013,0
19725,7.0,301,11,13,6,0,0,0,0,2764,1
16961,6.6,256,6,9,11,0,0,0,0,-2764,0
18096,6.8,266,10,10,14,0,0,0,0,-1887,1
19983,6.8,243,14,22,10,0,1,1,0,1887,0
18862,7.0,304,10,6,11,0,1,0,0,144,0
18718,6.8,263,11,5,10,0,0,1,0,-144,1
18460,7.4,300,10,9,4,0,1,0,0,2318,1
16142,7.0,286,4,2,10,0,0,0,0,-2318,0
16581,6.4,227,8,5,11,0,0,0,0,-1892,1
18473,7.2,265,11,14,8,0,0,0,0,1892,0
18577,7.0,312,5,5,3,1,0,1,0,2220,0
16357,7.0,291,3,5,5,0,0,0,0,-2220,1
15598,7.4,318,1,2,3,0,0,0,0,-162,0
15760,7.0,312,3,3,1,0,1,1,0,162,1
15036,6.6,253,4,3,10,0,0,0,0,-4132,0
19168,6.8,300,10,12,4,0,1,0,0,4132,1
16213,7.0,270,5,6,8,0,0,0,0,-1906,1
18119,7.2,302,8,7,5,0,1,0,0,1906,0
18273,7.0,278,9,12,6,0,0,1,0,2103,1
16170,6.6,258,6,7,9,0,0,0,0,-2103,0
15287,6.6,263,3,3,5,0,0,0,0,-688,0
15975,6.4,255,5,7,3,0,0,0,0,688,1
19155,6.6,277,10,11,9,0,1,0,0,674,1
18481,6.8,299,9,12,10,0,0,0,0,-674,0
15901,6.6,291,5,6,6,0,1,0,0,-1653,0
17554,7.2,288,6,4,5,0,0,0,0,1653,1
16418,7.0,272,5,3,8,0,0,1,0,129,0
16289,6.6,241,8,6,5,0,0,0,0,-129,1
14763,7.0,288,1,2,5,0,0,1,0,-1469,0
16232,6.8,296,5,4,1,0,1,0,0,1469,1
17071,6.8,287,6,9,5,0,0,0,0,1671,1
15400,6.6,235,5,10,6,0,0,0,0,-1671,0
16761,7.0,283,6,3,12,0,0,0,0,-3706,0
20467,7.0,266,12,16,6,1,1,0,0,3706,1
16345,6.4,266,5,8,8,0,0,0,0,-939,0
17284,6.8,287,8,7,5,0,1,0,0,939,1
17972,7.0,285,8,6,5,0,0,1,0,335,1
17637,7.0,288,5,4,8,0,1,0,0,-335,0
17685,7.0,298,8,11,7,0,0,0,0,-979,0
18664,7.2,280,7,8,8,0,0,1,0,979,1
16805,6.2,214,7,9,18,0,0,1,0,-5491,0
22296,7.0,278,18,17,7,0,0,0,0,5491,1
16294,7.0,292,6,4,5,0,0,0,0,-71,0
16365,7.0,288,5,6,6,0,1,0,0,71,1
19263,7.2,322,7,7,1,0,0,1,0,4274,1
14989,6.8,280,1,2,7,0,1,0,0,-4274,0
16624,6.8,258,7,10,4,0,1,0,0,1330,1
15294,6.6,261,4,1,7,0,0,1,0,-1330,0
16237,6.8,249,5,3,14,0,0,0,0,-4091,0
20328,7.0,268,14,19,5,0,1,0,0,4091,1
15554,6.8,304,3,4,2,0,1,0,0,145,0
15409,7.0,319,2,0,3,0,0,1,0,-145,1
16161,6.8,263,5,3,8,0,0,1,0,-1643,0
17804,7.0,291,8,9,5,0,1,0,0,1643,1
20276,7.4,328,12,10,3,0,0,0,0,4932,1
15344,7.0,277,3,3,12,0,0,0,0,-4932,0
17811,7.2,308,8,8,7,0,0,1,0,-144,0
17955,7.0,299,7,7,8,0,0,0,0,144,1
16128,6.8,274,5,5,10,0,0,0,0,-3338,0
19466,7.2,297,10,12,5,0,0,1,0,3338,1
15782,7.0,290,3,5,3,0,0,0,0,536,0
