Gold,Level,Minions,Kills,Assists,Deaths,Plates,Towers,Dragons,Heralds,Barons,Sight_wards,Control_wards,Gold_diff,Win
29294,9.0,362,21,13,9,0,3,1,1,0,18,2,8201,1
21093,8.2,264,9,4,21,0,0,0,0,0,13,1,-8201,0
20476,8.8,310,6,6,5,0,0,1,0,0,16,8,-554,1
21030,8.6,348,5,5,6,0,0,0,1,0,17,5,554,0
20857,8.2,280,10,9,17,0,0,1,1,0,18,4,-5278,0
26135,9.0,338,17,11,10,0,1,0,0,0,19,3,5278,1
23881,9.0,298,14,14,14,0,0,1,0,0,18,4,-1934,0
25815,9.0,351,14,7,14,0,2,1,1,0,20,4,1934,1
26825,8.8,336,15,15,7,0,2,1,0,0,14,2,7597,1
19228,8.0,259,7,3,15,0,0,1,0,0,19,2,-7597,0
19653,7.8,248,9,11,18,0,0,0,0,0,13,1,-10772,0
30425,9.2,365,18,17,9,0,3,2,1,0,16,3,10772,1
20382,8.6,324,6,4,14,0,0,0,0,0,19,5,-6276,0
26658,9.4,365,14,13,6,0,1,0,0,0,20,2,6276,1
22060,9.0,363,9,6,6,0,0,0,1,0,15,2,1516,0
20544,8.4,313,6,4,9,0,0,1,0,0,13,4,-1516,1
22789,8.8,328,9,5,10,0,1,0,0,0,18,4,1722,1
21067,8.2,255,10,9,9,0,0,1,1,0,16,6,-1722,0
24295,8.6,308,12,11,7,0,1,1,0,0,21,1,4754,1
19541,8.0,294,7,6,12,0,0,1,0,0,19,2,-4754,0
26545,9.0,367,17,15,8,0,0,1,1,0,18,3,6063,1
20482,8.4,282,8,7,17,0,0,0,0,0,13,2,-6063,0
24931,8.8,294,14,11,19,0,0,1,0,0,20,4,-2190,0
27121,8.8,354,19,14,14,0,0,0,1,0,12,10,2190,1
27861,9.4,370,19,18,5,0,1,1,0,0,18,2,7702,1
20159,8.4,328,5,3,19,0,0,0,1,0,13,3,-7702,0
26933,9.4,361,17,10,11,0,0,1,0,0,15,6,4044,1
22889,8.8,307,11,10,17,0,0,0,0,0,16,2,-4044,0
19850,8.0,273,8,5,5,0,0,1,0,0,17,1,-1650,1
21500,8.0,331,5,5,8,0,0,1,0,0,17,4,1650,0
25998,8.8,322,14,10,12,0,1,0,1,0,21,1,4139,1
21859,8.0,251,12,10,14,0,0,1,0,0,21,4,-4139,0
23946,9.0,303,13,3,7,0,1,0,0,0,17,3,2308,1
21638,8.4,296,7,3,13,0,0,1,0,0,14,4,-2308,0
18625,8.2,340,2,2,13,0,0,0,0,0,19,1,-5939,0
24564,8.8,306,13,7,2,0,1,2,1,0,17,3,5939,1
22015,8.0,326,10,8,16,0,0,1,1,0,12,2,-4355,0
26370,9.0,349,16,17,10,0,0,1,0,0,22,6,4355,1
23742,9.0,327,14,11,6,0,0,1,1,0,15,1,3699,1
20043,8.4,307,6,1,14,0,0,0,0,0,20,2,-3699,0
25223,8.8,313,15,16,12,0,1,1,1,0,19,3,3144,1
22079,8.6,253,12,7,15,0,0,1,0,0,20,2,-3144,0
21802,8.4,282,11,16,12,0,0,0,0,0,13,2,-1149,1
22951,8.6,324,12,9,11,0,0,0,0,0,18,1,1149,0
