Gold,Level,Minions,Kills,Assists,Deaths,Towers,Dragons,Heralds,Barons,Gold_diff,Win
2896,1.2,13,0,0,0,0,0,0,0,-52,1
2948,1.2,16,0,0,0,0,0,0,0,52,0
2872,1.2,13,0,0,0,0,0,0,0,42,0
2830,1.2,11,0,0,0,0,0,0,0,-42,1
2949,1.2,17,0,0,0,0,0,0,0,22,1
2927,1.2,15,0,0,0,0,0,0,0,-22,0
3007,1.2,17,0,0,0,0,0,0,0,75,1
2932,1.2,13,0,0,0,0,0,0,0,-75,0
3002,1.2,18,0,0,0,0,0,0,0,85,0
2917,1.2,15,0,0,0,0,0,0,0,-85,1
3453,1.2,12,1,2,0,0,0,0,0,526,0
2927,1.2,11,0,0,1,0,0,0,0,-526,1
2803,1.2,9,0,0,0,0,0,0,0,-76,1
2879,1.2,14,0,0,0,0,0,0,0,76,0
2925,1.2,13,0,0,0,0,0,0,0,74,1
2851,1.2,10,0,0,0,0,0,0,0,-74,0
3401,1.2,13,1,1,0,0,0,0,0,644,1
2757,1.0,7,0,0,1,0,0,0,0,-644,0
2909,1.2,13,0,0,0,0,0,0,0,-45,1
2954,1.2,15,0,0,0,0,0,0,0,45,0
2895,1.2,14,0,0,0,0,0,0,0,-12,0
2907,1.2,15,0,0,0,0,0,0,0,12,1
2894,1.2,13,0,0,0,0,0,0,0,80,1
2814,1.0,9,0,0,0,0,0,0,0,-80,0
2945,1.2,13,0,0,0,0,0,0,0,-10,0
2955,1.2,14,0,0,0,0,0,0,0,10,1
2898,1.2,13,0,0,0,0,0,0,0,54,1
2844,1.2,11,0,0,0,0,0,0,0,-54,0
2894,1.2,13,0,0,0,0,0,0,0,-43,1
2937,1.2,16,0,0,0,0,0,0,0,43,0
3451,1.4,13,1,2,0,0,0,0,0,558,0
2893,1.2,14,0,0,1,0,0,0,0,-558,1
2984,1.2,19,0,0,1,0,0,0,0,-451,0
3435,1.2,15,1,4,0,0,0,0,0,451,1
2867,1.2,12,0,0,0,0,0,0,0,-78,1
2945,1.2,17,0,0,0,0,0,0,0,78,0
3456,1.2,10,1,2,0,0,0,0,0,570,1
2886,1.2,10,0,0,1,0,0,0,0,-570,0
