Gold,Level,Minions,Kills,Assists,Deaths,Plates,Towers,Dragons,Heralds,Sight_wards,Control_wards,Gold_diff,Win
24452,9.0,405,7,5,12,6,0,1,1,19,2,-460,0
24912,9.0,423,12,13,7,6,0,0,0,17,2,460,1
27942,8.6,424,15,17,12,5,1,1,1,19,4,4423,1
23519,8.2,319,12,12,15,0,0,0,0,26,4,-4423,0
24445,8.6,417,9,12,13,6,0,2,0,12,3,-952,0
25397,8.6,383,13,20,9,4,0,0,1,16,0,952,1
20807,8.6,392,4,4,14,2,0,0,1,19,1,-7326,0
28133,9.6,465,14,11,4,3,1,2,0,23,0,7326,1
29268,8.6,398,17,17,10,7,1,1,0,12,5,3858,1
25410,8.6,383,10,10,17,4,0,0,1,19,1,-3858,0
24957,9.4,404,13,14,8,0,0,1,0,14,4,-1433,0
26390,9.0,420,8,8,13,2,0,0,0,14,4,1433,1
26654,9.6,481,11,14,2,3,0,1,0,18,3,5234,1
21420,8.6,405,2,1,11,4,0,0,1,16,3,-5234,0
27172,9.0,410,14,16,10,3,0,1,0,14,2,1120,1
26052,8.6,380,10,11,14,4,1,0,1,15,6,-1120,0
25876,9.0,426,10,11,7,1,0,0,1,23,7,1296,0
24580,8.6,433,7,11,10,4,0,2,0,19,3,-1296,1
23572,9.0,447,6,3,10,1,0,0,1,15,3,-1063,1
24635,9.2,423,10,13,6,2,0,1,0,15,2,1063,0
31868,9.4,423,25,25,7,5,1,2,1,14,2,9297,1
22571,8.0,346,7,6,25,2,0,0,0,20,2,-9297,0
25784,8.4,376,11,14,7,9,2,1,0,19,5,1490,1
24294,8.8,420,7,4,11,4,1,0,1,15,2,-1490,0
25770,8.6,378,12,18,10,4,0,0,1,23,5,134,1
25636,8.4,377,10,9,12,5,1,2,0,19,6,-134,0
23809,8.4,321,12,21,19,1,0,1,0,18,2,-8738,0
32547,9.4,451,19,16,12,9,2,0,1,19,3,8738,1
26166,9.0,410,10,9,12,5,0,0,1,18,1,965,1
25201,8.6,372,12,21,10,2,0,1,0,25,5,-965,0
22383,8.6,379,5,3,8,3,0,0,0,18,1,-2018,0
24401,9.0,469,8,3,5,4,0,1,0,15,1,2018,1
29153,9.0,404,15,24,8,8,1,1,0,13,1,5027,1
24126,8.2,376,8,4,15,6,0,0,1,16,2,-5027,0
26684,9.0,419,11,12,9,7,1,0,1,19,4,3430,1
23254,8.8,385,9,7,11,2,0,1,0,14,2,-3430,0
31330,9.4,399,23,22,11,4,2,0,1,17,3,7102,1
24228,8.6,347,11,8,23,3,0,1,0,16,2,-7102,0
23346,8.6,437,7,5,13,4,0,0,0,13,1,-2751,0
26097,8.8,418,13,15,7,6,0,1,1,12,2,2751,1
28937,8.8,419,13,19,9,5,1,1,0,19,2,5524,1
23413,8.2,364,9,8,13,8,0,1,1,14,3,-5524,0
28863,8.4,356,16,21,14,6,1,1,1,16,6,2281,1
26582,8.4,361,14,22,16,3,0,1,0,15,6,-2281,0
28295,9.0,428,13,10,14,6,1,1,0,20,5,1075,0
27220,9.0,398,14,15,13,4,1,0,1,15,3,-1075,1
24528,8.8,375,12,9,18,3,0,0,1,16,1,-5053,0
29581,9.2,414,18,19,12,8,1,2,0,18,4,5053,1
23003,8.2,360,9,12,17,2,0,0,1,20,5,-3982,0
26985,9.0,402,17,19,9,2,0,0,0,16,2,3982,1
24618,8.8,453,7,10,10,2,0,0,1,16,2,-443,0
25061,8.8,421,10,7,7,5,1,1,0,18,3,443,1
21072,8.2,363,6,6,9,1,0,0,0,21,1,-4348,0
25420,9.2,444,9,5,6,5,1,2,1,17,2,4348,1
29558,9.0,418,17,24,10,7,1,1,1,20,3,3627,1
25931,8.8,444,10,9,17,2,0,0,0,17,0,-3627,0
25119,9.0,397,12,14,10,3,0,1,0,19,5,-1,1
25120,8.6,388,10,14,12,1,0,1,1,19,2,1,0
23213,8.6,321,12,11,13,1,0,0,0,14,3,-4344,1
27557,9.0,403,13,7,12,9,2,1,1,22,4,4344,0
23621,8.2,336,8,9,13,4,0,0,0,18,2,-1994,1
25615,8.8,409,13,13,8,4,0,1,1,17,4,1994,0
24851,8.6,398,13,15,15,2,0,1,0,22,3,-2115,0
26966,8.8,432,15,10,13,4,0,1,1,20,5,2115,1
30491,9.4,469,17,11,10,9,2,2,1,18,3,6465,1
24026,8.6,363,10,9,17,1,0,0,0,17,3,-6465,0
23703,8.6,364,10,11,17,0,0,0,0,16,2,-5562,0
29265,9.0,398,17,19,10,6,1,0,1,14,2,5562,1
22884,9.0,428,7,7,8,0,0,1,0,18,2,-1427,0
24311,9.0,414,8,8,7,2,0,1,1,22,5,1427,1
21072,8.0,382,2,1,14,2,0,0,1,18,0,-7116,0
28188,9.4,440,14,17,2,6,1,2,0,16,5,7116,1
24516,8.8,412,10,12,9,1,0,1,0,14,3,71,0
24445,9.0,416,9,8,10,1,0,1,1,14,3,-71,1
29330,8.8,426,13,13,10,8,2,1,0,12,2,3215,1
26115,8.4,367,10,15,13,6,1,0,1,21,7,-3215,0
29517,9.2,437,16,14,4,8,2,2,1,19,2,8881,1
20636,8.2,349,4,4,16,1,0,0,0,17,3,-8881,0
28008,8.8,475,12,16,4,5,1,2,1,21,3,7231,1
20777,8.6,421,4,2,12,0,0,0,0,23,3,-7231,0
24364,9.0,397,7,7,6,5,0,1,0,16,1,1381,1
22983,8.6,392,6,6,7,5,0,0,1,23,3,-1381,0
31274,9.6,459,18,19,6,9,1,1,1,16,3,9194,1
22080,8.6,386,6,7,18,2,0,1,0,18,1,-9194,0
22565,8.6,381,6,10,16,0,0,1,0,16,7,-7313,0
29878,9.2,466,16,13,6,6,1,1,1,16,2,7313,1
22430,8.2,362,8,8,17,1,0,1,1,19,4,-8920,0
31350,9.2,453,17,17,8,8,2,0,0,20,1,8920,1
20053,7.6,287,7,2,19,0,0,0,0,12,2,-13773,0
33826,9.4,422,19,20,7,11,7,1,1,17,2,13773,1
28971,9.0,423,12,11,10,10,2,1,1,17,3,3273,1
25698,9.0,431,10,14,12,4,0,0,0,19,2,-3273,0
23474,8.6,419,6,5,2,7,0,0,1,19,5,2241,1
21233,8.8,442,2,2,6,2,0,1,0,14,2,-2241,0
29796,8.8,390,15,18,12,9,2,1,1,21,6,5538,1
24258,8.4,366,12,8,15,2,0,0,0,18,5,-5538,0
22789,8.6,377,7,4,21,2,0,0,1,21,4,-8348,0
31137,9.8,458,21,23,7,9,1,1,0,12,3,8348,1
25832,9.0,390,11,17,19,3,0,1,0,9,3,-3941,0
29773,9.2,374,19,22,11,4,2,1,1,21,1,3941,1
25134,8.8,431,9,6,12,2,0,0,0,21,4,-2121,0
27255,9.2,437,12,10,9,6,1,1,1,20,2,2121,1
26124,8.8,396,14,16,11,3,1,1,0,17,4,1016,1
25108,8.8,385,11,9,14,3,0,0,1,21,2,-1016,0
26159,8.6,374,13,19,12,5,0,0,0,17,5,-1958,0
28117,8.6,393,12,12,13,7,1,2,1,20,5,1958,1
22542,8.6,383,5,7,14,1,0,1,0,19,2,-5232,0
27774,9.0,441,14,15,5,4,1,1,1,16,5,5232,1
23524,8.6,408,6,4,14,2,0,0,0,21,1,-3827,0
27351,9.2,440,14,12,6,6,1,1,1,19,2,3827,1
27418,8.6,381,13,9,15,6,1,0,1,17,4,858,0
26560,8.6,390,15,16,13,0,0,2,0,19,1,-858,1
24556,8.6,408,9,8,24,2,0,0,0,15,4,-7152,0
31708,9.0,425,24,17,9,8,2,1,1,22,1,7152,1
25847,9.0,381,13,10,15,5,0,1,0,24,5,-1477,1
27324,8.8,381,15,16,13,5,0,0,1,15,3,1477,0
23508,8.8,393,8,6,11,2,0,0,0,17,3,-4077,0
27585,9.4,466,11,11,8,5,1,2,1,18,4,4077,1
22402,8.4,364,7,8,13,1,0,0,1,17,2,-5321,0
27723,8.8,434,13,19,7,7,1,2,0,18,3,5321,1
27112,8.8,329,18,22,11,4,0,1,0,18,5,1059,0
26053,8.6,369,11,9,18,7,1,0,1,18,3,-1059,1
22166,8.2,411,6,4,11,0,0,1,0,18,3,-4524,0
26690,8.6,404,11,12,6,3,1,1,1,21,2,4524,1
27821,9.0,428,14,17,1,4,0,1,1,21,3,8204,1
19617,8.2,364,1,0,14,2,0,0,0,15,6,-8204,0
25109,8.4,393,12,11,11,2,0,0,1,11,8,-299,0
25408,9.0,425,11,9,12,6,0,1,0,26,3,299,1
25766,8.4,354,15,14,16,2,0,0,1,20,3,-4240,0
30006,9.2,432,16,10,15,8,1,1,0,20,0,4240,1
19485,7.8,300,4,3,17,2,0,0,1,11,1,-11290,0
30775,9.0,418,17,17,4,9,5,2,0,21,2,11290,1
23475,8.8,443,8,3,12,2,0,0,1,18,7,-2217,0
25692,9.2,430,12,11,8,3,0,1,0,15,7,2217,1
21356,8.2,421,4,3,16,4,0,0,0,15,1,-8912,0
30268,9.6,471,16,18,4,8,3,2,1,24,4,8912,1
24882,8.8,428,7,10,3,3,1,1,0,21,3,4463,1
20419,8.2,355,3,4,7,3,0,1,1,17,3,-4463,0
25204,9.0,414,9,10,8,1,0,1,0,26,4,1032,0
24172,8.6,386,8,11,9,3,0,0,1,17,3,-1032,1
25576,8.6,382,13,15,13,1,0,1,0,25,3,-3386,0
28962,8.8,417,13,8,13,8,3,0,1,21,3,3386,1
22354,8.0,331,8,10,16,4,0,0,0,17,2,-4526,0
26880,8.4,365,16,22,8,7,0,2,0,16,4,4526,1
29508,8.6,374,20,23,13,6,1,0,1,15,1,4512,1
24996,8.2,338,13,19,20,3,0,0,0,12,4,-4512,0
27397,8.8,425,12,10,8,5,1,1,1,19,3,2176,0
25221,8.6,419,8,7,12,5,0,0,0,22,1,-2176,1
23385,8.8,436,7,6,10,1,0,0,0,15,1,-3871,0
27256,9.4,455,10,9,7,5,1,2,1,16,4,3871,1
25176,8.8,391,12,16,8,3,0,1,0,15,3,136,1
25040,8.8,436,8,12,12,5,0,1,1,16,1,-136,0
25559,8.8,356,13,11,12,4,1,0,1,19,2,-527,0
26086,9.0,413,12,14,13,1,0,1,0,18,2,527,1
24583,8.4,358,11,9,20,1,0,0,0,19,4,-5822,0
30405,9.4,398,20,17,11,8,1,2,1,20,2,5822,1
25834,8.8,345,16,15,15,3,0,0,0,21,3,-1783,0
27617,8.6,375,15,13,16,6,1,0,1,18,2,1783,1
23750,8.4,423,6,7,10,2,0,1,0,19,2,-1923,0
25673,9.0,407,10,10,6,5,1,0,1,23,4,1923,1
21258,8.8,393,5,4,8,0,0,0,0,19,3,-5610,0
26868,9.6,493,8,8,5,7,1,2,1,18,3,5610,1
24912,9.0,420,8,12,3,4,1,1,1,17,4,2781,1
22131,8.8,441,3,3,8,1,0,1,0,19,2,-2781,0
24760,8.6,461,7,10,12,5,0,1,0,15,3,-946,0
25706,9.0,419,12,17,7,5,0,1,1,18,4,946,1
26067,9.2,420,11,8,12,6,0,2,0,18,7,806,1
25261,9.2,397,12,8,11,3,0,0,1,18,5,-806,0
31444,9.2,403,21,22,7,9,2,2,1,24,3,9995,1
21449,8.2,363,7,6,21,0,0,0,0,19,10,-9995,0
23179,9.0,445,6,2,6,4,0,1,0,23,2,356,1
22823,8.6,406,6,8,6,2,0,0,1,20,7,-356,0
24040,8.8,441,6,6,10,6,0,0,0,19,2,-3725,1
27765,9.2,413,10,15,6,8,3,1,1,22,4,3725,0
26003,8.4,340,12,17,16,2,0,0,0,21,1,-3321,0
29324,9.0,458,16,15,12,3,1,0,0,15,2,3321,1
23614,8.8,414,7,9,11,5,0,0,1,19,1,-2286,1
25900,9.0,447,11,13,7,3,1,2,0,22,2,2286,0
18635,7.8,322,3,2,16,1,0,0,0,17,0,-12428,0
31063,9.2,437,16,16,3,11,6,1,1,19,4,12428,1
24382,9.0,433,8,4,9,6,0,0,1,15,2,390,0
23992,9.0,423,9,6,8,1,0,2,0,20,3,-390,1
27202,8.6,381,15,17,16,4,0,1,0,18,2,-1712,0
28914,8.8,396,16,11,15,6,1,1,1,22,3,1712,1
25476,8.8,457,7,6,10,7,0,0,0,19,4,1818,1
23658,8.4,374,10,16,7,2,0,1,1,16,2,-1818,0
25494,8.6,407,8,11,11,5,1,0,0,18,2,820,1
24674,8.6,403,11,15,8,2,0,1,0,13,4,-820,0
28059,9.4,423,14,15,9,5,1,0,1,18,2,4588,1
23471,8.8,414,9,8,14,1,0,1,0,19,5,-4588,0
27031,9.0,444,12,15,6,4,0,2,1,22,6,4474,1
22557,8.4,356,6,2,12,4,0,0,0,19,2,-4474,0
25745,8.8,376,13,14,15,2,0,0,0,21,1,-3728,0
29473,9.0,412,15,9,13,9,2,1,1,21,4,3728,1
26474,8.8,425,14,6,12,5,1,0,1,22,4,15,0
26459,9.0,435,12,10,14,4,0,1,0,17,2,-15,1
23940,8.2,374,9,12,16,1,0,0,0,12,2,-8065,0
32005,9.2,469,16,18,9,12,3,0,0,19,2,8065,1
24922,8.8,361,12,16,13,1,0,1,0,20,2,-2618,0
27540,9.0,394,13,12,12,7,1,1,1,20,5,2618,1
26183,9.0,423,15,11,3,4,0,1,1,21,4,4488,1
21695,8.4,414,3,2,15,4,0,0,0,15,8,-4488,0
24794,8.6,450,6,7,11,7,1,1,1,21,5,-262,0
25056,9.0,400,11,18,6,2,0,1,0,15,7,262,1
23698,8.8,447,8,5,11,3,0,1,1,18,2,-3338,0
27036,9.0,406,11,17,8,5,0,0,0,13,2,3338,1
22667,8.4,356,8,10,18,2,0,0,0,18,5,-9973,0
32640,9.4,430,18,16,8,10,3,2,1,18,4,9973,1
30140,9.4,463,19,18,4,7,1,0,1,14,7,8732,1
21408,8.0,358,4,6,19,1,0,0,0,18,6,-8732,0
21901,8.6,348,6,5,15,2,0,0,1,21,4,-11145,0
33046,9.8,473,15,16,6,7,3,2,0,17,6,11145,1
23244,8.6,415,7,8,9,3,0,2,0,19,3,-2770,1
26014,8.8,433,9,8,7,6,1,0,1,19,2,2770,0
25831,9.0,409,12,14,12,2,0,0,0,19,6,-1050,1
26881,8.6,415,12,10,12,7,1,2,1,18,1,1050,0
24154,8.8,434,7,4,18,5,0,0,1,16,2,-4557,0
28711,9.2,431,18,32,7,5,1,1,0,22,6,4557,1
29194,8.8,399,17,27,10,6,1,1,0,21,6,3595,1
25599,9.0,414,10,9,17,7,1,0,1,15,4,-3595,0
29850,8.2,311,18,19,26,9,2,0,1,19,3,586,0
29264,8.8,324,26,18,18,3,0,1,0,25,2,-586,1
27909,9.2,403,18,20,7,4,0,1,0,15,4,4531,1
23378,8.2,332,7,10,18,1,0,1,1,18,6,-4531,0
22922,8.8,359,8,9,15,1,0,0,0,17,5,-5861,0
28783,9.0,397,15,16,8,9,2,1,1,17,3,5861,1
28779,8.8,429,13,15,11,7,2,2,1,16,6,5119,1
23660,8.0,336,11,15,13,3,0,0,0,16,6,-5119,0
28451,9.0,432,8,9,4,8,4,2,1,19,4,9593,1
18858,7.6,304,4,3,8,0,0,0,0,19,1,-9593,0
26104,9.4,465,12,10,5,5,0,1,1,14,2,4397,1
21707,8.8,390,5,6,12,1,0,0,0,19,3,-4397,0
31471,9.2,399,25,25,13,5,1,2,0,19,5,4134,0
27337,8.6,438,13,19,25,2,0,0,1,17,3,-4134,1
21638,8.6,372,6,5,13,0,0,0,0,22,2,-4992,0
26630,9.2,408,13,14,6,4,1,2,1,18,5,4992,1
26100,9.0,434,9,7,9,5,1,1,1,16,0,1655,0
24445,8.6,408,9,15,9,2,0,1,0,19,6,-1655,1
20401,7.2,253,7,10,25,1,0,0,0,21,3,-16523,0
36924,9.0,419,25,29,7,9,6,1,1,19,7,16523,1
32011,8.6,418,20,22,11,11,2,1,1,14,3,8898,1
23113,7.8,296,11,16,20,0,0,0,0,20,1,-8898,0
30890,8.8,439,16,21,11,9,3,1,0,19,9,5195,1
25695,8.0,316,11,15,16,5,1,0,1,13,1,-5195,0
32011,8.8,438,16,20,5,12,5,2,1,16,6,11863,1
20148,7.6,317,5,6,16,0,0,0,0,16,1,-11863,0
28146,8.6,354,16,18,14,4,1,0,1,16,4,641,1
27505,9.0,402,14,14,16,6,0,1,0,17,2,-641,0
25353,8.6,375,12,7,12,5,0,0,1,14,1,-1705,0
27058,8.8,439,12,10,12,6,1,1,0,19,7,1705,1
25062,8.6,373,9,6,16,6,1,0,1,18,2,-4356,0
29418,9.2,436,16,14,9,6,1,1,0,18,3,4356,1
26303,8.8,421,11,10,8,3,1,0,1,17,3,1411,1
24892,8.4,439,8,10,11,2,1,1,0,13,2,-1411,0
25274,8.6,344,13,13,16,1,0,1,0,22,4,-1927,0
27201,9.0,399,16,15,13,5,0,0,1,17,3,1927,1
22926,8.8,436,5,6,15,1,0,0,0,23,3,-5560,0
28486,9.0,421,15,27,5,7,1,2,1,19,4,5560,1
28156,8.8,429,14,9,8,5,2,0,1,13,0,4163,1
23993,8.8,385,8,8,14,3,1,1,0,17,1,-4163,0
30683,9.2,397,24,23,13,8,1,2,1,9,4,6024,1
24659,8.6,359,13,14,24,2,0,0,0,12,7,-6024,0
27535,9.2,398,19,17,8,4,0,1,0,22,8,2487,1
25048,8.6,397,8,7,19,5,0,0,1,16,2,-2487,0
23017,8.8,431,7,2,12,5,0,2,0,15,3,-3391,0
26408,8.6,397,12,12,7,6,1,0,1,21,4,3391,1
25335,9.0,458,8,10,8,5,0,1,1,20,3,1043,0
24292,9.2,407,8,13,8,2,0,0,0,19,4,-1043,1
25516,8.6,415,10,12,13,4,0,1,0,22,6,-2402,0
27918,9.0,405,13,17,10,7,1,1,1,19,3,2402,1
25544,8.8,416,9,11,9,4,0,0,1,15,2,828,0
24716,8.8,429,9,8,9,4,0,2,0,23,4,-828,1
24042,8.4,413,7,5,14,4,0,1,0,21,7,-3630,0
27672,9.0,398,14,15,7,4,1,0,1,20,5,3630,1
21915,8.8,408,3,4,11,3,0,0,0,14,3,-6919,0
28834,9.2,469,11,15,3,9,2,2,1,22,5,6919,1
28385,8.8,420,13,13,9,5,2,2,1,20,3,4466,1
23919,8.8,426,9,5,13,1,0,0,0,16,3,-4466,0
23191,9.0,446,7,6,6,0,0,0,0,17,1,-2282,0
25473,9.2,468,6,7,7,4,0,1,1,23,1,2282,1
25656,8.8,395,12,16,16,3,0,1,0,16,5,-3135,0
28791,9.2,396,16,17,12,5,1,1,1,16,6,3135,1
22484,8.4,388,8,10,12,1,0,0,0,17,2,-3808,0
26292,8.8,386,12,13,8,7,0,2,1,20,3,3808,1
24669,8.8,424,9,6,3,6,0,1,1,14,1,3197,1
21472,8.4,375,3,2,9,3,0,0,0,20,1,-3197,0
25623,8.4,362,9,9,19,5,1,0,1,17,5,-2501,0
28124,9.0,424,19,16,9,5,0,1,0,19,2,2501,1
29128,9.0,430,19,18,12,4,0,1,1,19,3,3192,1
25936,8.4,398,12,16,19,2,0,0,0,21,4,-3192,0
28684,9.4,449,12,18,10,5,1,0,0,18,2,4097,1
24587,8.4,381,10,5,12,4,1,2,1,18,5,-4097,0
