Gold,Level,Minions,Kills,Assists,Deaths,Plates,Towers,Dragons,Heralds,Barons,Sight_wards,Control_wards,Gold_diff,Win
48772,13.4,608,27,28,33,0,1,2,1,1,41,3,-4258,1
53030,13.6,680,33,36,27,0,5,2,1,0,36,6,4258,0
60085,15.2,830,38,25,29,0,11,3,1,0,32,1,11606,1
48479,14.0,607,29,31,38,0,1,1,1,0,47,2,-11606,0
46838,13.6,548,26,30,30,0,2,1,0,1,44,0,-9919,0
56757,14.8,771,30,17,26,0,9,2,2,0,48,5,9919,1
49548,13.2,644,22,31,22,0,6,1,1,0,41,6,1883,0
47665,13.2,650,22,31,22,0,2,2,1,0,39,5,-1883,1
49852,13.4,622,29,32,34,0,3,2,0,0,42,4,-2237,0
52089,13.2,609,34,27,29,0,6,1,1,0,49,1,2237,1
41640,12.2,577,17,24,25,0,2,2,0,0,47,6,-5242,0
46882,13.2,550,25,45,17,0,4,2,1,0,51,4,5242,1
52801,15.0,755,21,19,18,0,10,2,2,1,33,5,4133,1
48668,14.2,712,18,21,21,0,3,1,0,0,42,4,-4133,0
50607,13.8,670,26,21,28,0,5,2,0,0,43,1,-648,0
51255,14.2,682,28,30,26,0,3,2,2,0,43,7,648,1
50606,14.2,636,24,31,58,0,0,2,0,1,51,2,-13745,0
64351,15.8,680,58,53,24,0,12,2,1,0,44,2,13745,1
52109,14.4,703,26,39,24,0,4,2,0,0,46,0,-444,1
52553,13.8,779,24,19,26,0,5,2,1,0,50,5,444,0
52585,13.8,658,29,35,35,0,6,1,2,0,35,11,-507,0
53092,13.8,670,35,32,29,0,4,2,0,0,50,2,507,1
53070,14.8,692,29,48,23,0,4,3,0,1,35,3,2238,0
50832,14.2,724,23,28,29,0,4,0,1,0,45,5,-2238,1
59991,14.6,660,45,56,26,0,10,3,0,0,39,9,6314,1
53677,14.0,676,26,45,45,0,3,0,1,0,29,10,-6314,0
53224,14.4,737,32,27,17,0,4,3,0,0,34,7,9366,1
43858,13.0,607,17,11,32,0,2,1,2,0,44,5,-9366,0
54769,13.8,675,29,29,14,0,11,3,1,1,37,9,11382,1
43387,13.0,618,14,27,29,0,0,1,0,0,40,3,-11382,0
55307,14.0,641,37,36,37,0,7,3,2,0,44,5,-530,0
55837,14.4,665,37,23,37,0,3,1,0,0,39,6,530,1
57195,15.0,724,36,47,23,0,5,3,2,1,35,8,4657,0
52538,14.4,684,23,33,36,0,4,1,0,0,41,3,-4657,1
51822,14.0,723,31,27,22,0,5,3,1,0,44,10,2207,1
49615,13.8,639,22,29,31,0,3,1,0,0,51,3,-2207,0
51053,14.2,576,31,27,31,0,4,3,0,0,40,2,-1444,1
52497,14.0,659,31,44,31,0,4,1,1,0,45,1,1444,0
51847,13.6,662,32,23,28,0,4,3,1,0,49,2,4801,0
47046,14.0,605,28,30,32,0,3,1,0,0,34,5,-4801,1
49028,14.0,516,30,41,32,0,3,3,0,1,42,0,-2186,1
51214,14.0,517,32,27,30,0,5,0,1,0,40,6,2186,0
59787,14.0,542,38,48,51,0,4,1,2,0,49,3,-2696,0
62483,14.4,705,51,45,38,0,12,3,0,0,29,3,2696,1
52680,13.0,559,33,44,39,0,3,1,1,0,48,1,-2961,0
55641,13.8,627,39,38,33,0,6,3,0,0,44,6,2961,1
50732,13.4,534,26,35,35,0,5,1,1,0,46,15,-4146,0
54878,13.6,647,35,52,26,0,6,3,1,0,33,9,4146,1
56952,14.2,583,48,43,33,0,10,3,0,0,40,3,8108,1
48844,13.4,518,33,33,48,0,1,1,1,0,35,3,-8108,0
53084,13.6,542,35,47,42,0,3,3,0,0,49,4,-7366,0
60450,14.6,730,42,48,35,0,6,1,1,0,52,5,7366,1
53231,13.2,630,31,23,39,0,4,3,2,1,32,10,-820,1
54051,13.6,544,39,62,31,0,4,1,0,0,51,3,820,0
58002,14.4,742,37,21,33,0,6,3,0,1,40,9,3694,0
54308,14.0,553,33,25,37,0,5,1,1,0,37,3,-3694,1
59747,14.4,696,48,41,26,0,7,4,1,0,42,4,7698,1
52049,13.2,598,26,22,48,0,4,0,1,0,50,6,-7698,0
45791,12.8,554,20,21,33,0,3,1,2,1,41,5,-8533,0
54324,13.8,600,33,45,20,0,7,3,0,0,43,7,8533,1
53152,13.8,654,28,25,43,0,6,1,0,1,42,9,-4538,0
57690,14.6,691,43,30,28,0,5,3,2,0,47,7,4538,1
51780,14.2,708,28,34,27,0,7,2,1,0,43,4,2560,0
49220,14.2,650,27,25,28,0,1,2,1,0,48,8,-2560,1
56542,14.4,684,35,36,35,0,7,2,1,0,42,3,3249,1
53293,14.4,588,35,33,35,0,4,2,1,0,40,5,-3249,0
47306,13.0,665,12,21,35,0,4,2,1,0,47,6,-2862,0
50168,13.6,590,35,47,12,0,6,2,1,0,39,11,2862,1
54141,13.6,633,42,27,37,0,10,3,1,0,43,4,1915,1
52226,14.0,548,37,34,42,0,1,1,0,0,39,10,-1915,0
46769,13.4,649,21,17,24,0,5,1,0,0,46,6,-2189,0
48958,13.8,769,24,24,21,0,4,3,1,0,41,7,2189,1
51560,13.6,650,24,32,34,0,5,2,2,0,52,2,-757,0
52317,14.4,615,34,34,24,0,5,1,0,0,27,8,757,1
43293,13.0,571,14,21,22,0,4,1,2,0,38,5,-6030,0
49323,13.6,689,22,38,14,0,4,2,0,0,45,3,6030,1
51752,14.0,727,26,28,14,0,6,4,1,0,39,6,6431,1
45321,13.2,686,14,15,26,0,1,0,1,0,39,2,-6431,0
50558,13.6,488,37,46,25,0,6,2,2,0,52,2,853,1
49705,13.0,665,25,32,37,0,3,2,0,0,39,3,-853,0
49861,13.4,581,29,24,46,0,4,1,0,0,44,4,-6619,0
56480,14.8,608,46,48,29,0,4,3,1,0,47,7,6619,1
53283,13.8,716,28,30,22,0,6,2,0,0,53,3,6908,1
46375,12.8,532,22,37,28,0,2,1,2,0,33,3,-6908,0
57260,14.8,762,36,37,19,0,11,2,0,0,32,4,12044,1
45216,13.8,580,19,28,36,0,1,2,1,0,41,3,-12044,0
49515,13.6,600,26,39,37,0,3,2,1,0,45,3,-4931,0
54446,13.8,575,37,49,26,0,4,2,1,0,35,2,4931,1
54349,14.6,641,36,29,34,0,5,1,1,1,35,8,4057,1
50292,13.6,612,34,32,36,0,3,3,0,0,35,2,-4057,0
53148,13.4,581,33,48,47,0,2,1,0,0,40,4,-8589,0
61737,15.0,709,47,61,33,0,6,3,1,0,36,8,8589,1
51735,14.0,655,31,34,29,0,7,1,1,0,50,5,3660,1
48075,13.6,643,29,27,31,0,3,2,0,0,45,10,-3660,0
46693,13.6,611,27,33,29,0,2,1,0,0,41,11,-6237,0
52930,14.2,722,29,33,27,0,5,3,0,0,45,6,6237,1
55225,13.8,553,32,59,40,0,4,3,2,1,50,4,3051,0
52174,13.2,476,40,65,32,0,4,1,0,0,25,12,-3051,1
58827,14.4,616,47,43,30,0,12,3,2,0,51,3,5143,1
53684,14.0,643,30,37,47,0,2,1,0,0,41,2,-5143,0
51560,13.6,669,22,18,33,0,7,1,1,0,51,6,-245,0
51805,13.8,638,33,40,22,0,3,2,0,0,39,3,245,1
51510,13.8,667,32,27,29,0,4,1,0,0,32,6,-1762,0
53272,13.6,668,29,26,32,0,8,2,2,0,46,2,1762,1
53006,13.4,719,32,19,31,0,8,2,1,0,37,2,2629,1
50377,13.8,616,31,38,32,0,3,1,1,0,42,3,-2629,0
49847,14.4,716,25,23,13,0,5,2,2,1,41,5,8498,1
41349,13.2,656,13,5,25,0,1,1,0,0,36,4,-8498,0
49495,14.0,655,29,25,21,0,4,3,1,0,49,6,-979,1
50474,14.0,737,21,28,29,0,3,1,1,0,31,12,979,0
57727,14.4,627,48,60,31,0,4,1,1,0,31,3,1729,0
55998,13.8,673,31,27,48,0,12,3,1,0,21,8,-1729,1
48696,13.8,588,32,33,21,0,4,2,0,0,43,3,2881,1
45815,13.4,608,21,33,32,0,1,1,0,0,42,7,-2881,0
47911,13.6,778,18,22,29,0,3,2,0,0,49,3,-2682,0
50593,14.0,681,29,40,18,0,2,2,1,0,45,12,2682,1
53151,14.4,725,33,39,24,0,7,3,0,1,38,10,5492,1
47659,13.4,663,24,18,33,0,4,1,1,0,32,11,-5492,0
54908,14.2,611,36,36,28,0,8,3,1,1,43,7,5456,0
49452,14.0,569,28,40,36,0,1,1,0,0,33,3,-5456,1
55383,15.2,725,43,27,23,0,6,3,1,0,38,4,7983,0
47400,13.6,639,23,28,43,0,2,1,1,0,39,6,-7983,1
51830,13.6,739,23,28,17,0,7,1,2,1,40,12,3672,1
48158,14.0,713,17,14,23,0,2,3,0,0,53,9,-3672,0
47735,13.6,647,18,37,33,0,2,0,1,1,37,11,-8785,0
56520,14.6,691,33,36,18,0,9,4,1,0,50,6,8785,1
55126,14.4,666,33,31,24,0,8,3,1,1,43,6,3162,1
51964,14.0,625,24,28,33,0,4,1,0,0,41,2,-3162,0
56976,14.8,684,28,20,33,0,8,2,2,1,35,4,4385,1
52591,14.0,666,33,23,28,0,7,2,0,0,36,1,-4385,0
49211,13.2,610,23,27,35,0,4,1,2,1,47,4,-6992,0
56203,14.4,649,35,51,23,0,6,3,0,0,34,13,6992,1
46872,13.2,608,19,19,37,0,3,1,1,0,43,5,-3711,1
50583,13.2,577,37,31,19,0,5,2,0,0,39,10,3711,0
41186,12.4,577,14,15,32,0,1,2,0,0,39,0,-11450,0
52636,14.0,732,32,35,14,0,6,2,1,0,50,4,11450,1
55717,14.4,592,40,51,32,0,4,4,0,1,44,3,2819,1
52898,13.8,611,32,39,40,0,3,0,2,0,44,2,-2819,0
54558,13.8,672,36,32,25,0,11,4,1,0,42,3,5650,1
48908,13.8,631,25,34,36,0,2,0,0,0,33,1,-5650,0
59508,15.2,681,43,33,33,0,9,4,2,1,45,6,7500,1
52008,14.0,544,33,41,43,0,3,0,0,0,36,3,-7500,0
48238,13.2,698,20,18,32,0,5,2,2,0,46,2,-5690,0
53928,14.2,655,32,51,20,0,7,2,0,0,60,5,5690,1
51901,14.4,737,20,13,37,0,6,3,1,0,57,3,-526,1
52427,14.4,687,37,35,20,0,4,1,0,0,35,4,526,0
56102,13.8,739,31,19,25,0,6,3,1,0,37,1,6263,1
49839,14.0,584,25,39,31,0,4,1,0,0,46,9,-6263,0
52819,13.4,627,31,39,30,0,8,2,1,0,45,4,4645,1
48174,12.8,533,30,42,31,0,2,2,1,0,54,1,-4645,0
51983,14.4,648,31,45,18,0,3,3,0,0,39,13,7902,1
44081,12.8,593,18,16,31,0,3,0,1,0,39,7,-7902,0
45255,13.2,589,28,28,18,0,2,1,1,0,46,6,404,0
44851,12.8,622,18,19,28,0,4,3,0,0,40,5,-404,1
53027,13.8,662,31,27,23,0,10,2,1,0,42,6,7911,1
45116,13.2,566,23,23,31,0,2,2,1,0,38,11,-7911,0
56425,14.0,701,43,30,25,0,10,4,2,0,35,3,11645,1
44780,13.2,562,25,28,43,0,0,0,0,0,31,3,-11645,0
57841,14.8,590,41,39,38,0,4,2,0,1,43,9,1124,0
56717,14.6,750,38,31,41,0,4,1,1,0,39,12,-1124,1
54851,13.6,660,35,29,33,0,4,1,0,1,46,9,-1218,1
56069,14.6,621,33,48,35,0,7,2,0,0,46,3,1218,0
50633,13.6,596,32,29,20,0,4,3,0,0,44,3,3050,1
47583,12.4,594,20,31,32,0,4,1,1,0,49,6,-3050,0
59933,14.6,611,43,31,30,0,14,2,2,1,43,1,11750,1
48183,13.0,464,30,41,43,0,2,1,0,0,47,5,-11750,0
53093,14.0,623,32,19,30,0,12,2,1,1,42,3,1097,1
51996,14.8,599,30,46,32,0,2,1,0,0,30,4,-1097,0
44300,13.0,703,13,10,34,0,1,1,0,1,45,1,-11137,0
55437,14.2,642,34,25,13,0,11,3,2,0,43,3,11137,1
50949,14.0,672,33,36,20,0,3,3,1,0,40,2,3413,1
47536,13.2,647,20,14,33,0,3,1,1,0,41,4,-3413,0
54676,14.2,616,37,42,35,0,4,3,2,1,38,3,3550,1
51126,14.0,561,35,36,37,0,3,1,0,0,48,2,-3550,0
