Gold,Level,Minions,Kills,Assists,Deaths,Towers,Dragons,Heralds,Barons,Gold_diff,Win
11250,5.6,170,3,3,4,0,0,0,0,120,1
11130,5.2,182,4,2,3,0,0,0,0,-120,0
11558,5.4,206,4,0,4,0,0,0,0,12,0
11546,5.0,177,4,4,4,0,0,0,0,-12,1
11546,5.4,205,4,2,2,0,0,0,0,1044,1
10502,5.2,174,2,0,4,0,0,0,0,-1044,0
13121,5.4,159,8,7,4,0,0,0,0,1633,1
11488,5.0,157,4,5,8,0,0,0,0,-1633,0
10512,5.0,157,3,3,5,0,0,0,0,-1816,0
12328,5.6,206,5,3,3,0,0,0,0,1816,1
11017,5.2,178,3,3,4,0,0,0,0,-611,0
11628,5.4,173,4,6,3,0,0,0,0,611,1
11318,5.2,167,4,6,4,0,0,0,0,257,1
11061,5.0,178,4,3,4,0,0,0,0,-257,0
11949,5.4,156,5,4,6,0,0,0,0,160,1
11789,5.4,152,6,5,5,0,0,0,0,-160,0
12647,5.2,138,8,8,3,0,0,0,0,2370,1
10277,5.2,144,3,0,8,0,0,0,0,-2370,0
12423,5.2,179,6,6,4,0,0,0,0,782,1
11641,5.4,156,4,4,6,0,0,0,0,-782,0
11225,5.4,186,3,4,2,0,0,0,0,1183,0
10042,5.4,167,2,2,3,0,0,0,0,-1183,1
13072,5.6,201,6,7,5,0,1,0,0,1563,1
11509,5.0,139,5,8,6,0,0,0,0,-1563,0
12655,5.2,167,8,8,2,0,0,0,0,1920,0
10735,5.2,175,2,3,8,0,0,0,0,-1920,1
11403,5.4,191,4,1,3,0,0,0,0,1034,1
10369,5.0,166,3,0,4,0,0,0,0,-1034,0
11440,5.4,194,4,2,2,0,0,0,0,892,1
10548,5.4,185,2,2,4,0,1,0,0,-892,0
11842,5.4,180,5,4,6,0,0,0,0,-630,0
12472,5.2,180,6,10,5,0,0,0,0,630,1
12267,5.0,146,7,7,6,0,0,0,0,342,0
11925,5.0,157,6,10,7,0,0,0,0,-342,1
12700,5.2,156,7,6,10,0,0,0,0,-61,1
12761,5.2,168,10,9,7,0,0,0,0,61,0
13932,5.6,192,6,10,3,0,0,0,0,3414,1
10518,5.4,160,3,2,6,0,0,0,0,-3414,0
11302,5.6,194,3,2,4,0,0,0,0,-77,0
11379,5.2,203,4,2,3,0,1,0,0,77,1
10618,5.4,199,1,1,1,0,0,0,0,458,1
10160,5.4,189,1,0,1,0,1,0,0,-458,0
12052,5.4,181,6,5,5,0,1,0,0,6,0
12046,5.2,168,5,3,6,0,0,0,0,-6,1
11488,5.4,172,5,2,4,0,0,0,0,181,1
11307,5.2,177,4,2,5,0,0,0,0,-181,0
10777,5.2,189,3,1,4,0,0,0,0,-1453,1
12230,5.4,189,4,5,3,0,0,0,0,1453,0
11856,5.4,178,5,5,3,0,0,0,0,1375,1
10481,5.0,143,3,6,5,0,0,0,0,-1375,0
10533,5.2,186,2,1,3,0,0,0,0,-46,0
10579,5.2,164,3,1,2,0,0,0,0,46,1
10968,5.2,179,3,4,5,0,0,0,0,-1149,0
12117,5.2,203,5,3,3,0,0,0,0,1149,1
13032,5.4,184,8,8,3,0,0,0,0,2081,1
10951,5.4,178,3,1,8,0,0,0,0,-2081,0
12748,5.0,168,7,11,3,0,0,0,0,2163,1
10585,5.0,165,3,3,7,0,0,0,0,-2163,0
13138,5.2,168,7,10,9,0,0,0,0,-230,0
13368,5.2,178,9,8,7,0,0,0,0,230,1
11998,5.6,185,4,2,6,0,0,0,0,-661,0
12659,5.6,182,6,8,4,0,1,0,0,661,1
10952,5.4,171,3,3,3,0,0,0,0,-421,1
11373,5.0,183,3,5,3,0,0,0,0,421,0
12365,5.4,172,5,4,2,0,0,0,0,1803,1
10562,5.2,190,2,1,5,0,0,0,0,-1803,0
11197,5.6,184,2,2,5,0,0,0,0,-1459,0
12656,5.8,213,5,8,2,0,0,0,0,1459,1
12515,5.4,175,7,5,2,0,0,0,0,2327,0
10188,5.4,168,2,1,7,0,1,0,0,-2327,1
12631,5.4,181,6,4,7,0,0,0,0,486,0
12145,5.4,161,7,9,6,0,1,0,0,-486,1
11168,5.2,188,3,4,6,0,1,0,0,-1196,1
12364,5.4,178,6,6,3,0,0,0,0,1196,0
10348,4.8,154,3,1,3,0,0,0,0,-1377,0
11725,5.2,197,3,2,3,0,0,0,0,1377,1
10743,5.2,166,3,2,4,0,0,0,0,-1465,0
12208,5.6,212,4,3,3,0,1,0,0,1465,1
10743,5.2,166,3,2,4,0,0,0,0,-1465,0
12208,5.6,212,4,3,3,0,1,0,0,1465,1
14174,5.0,155,10,8,12,0,0,0,0,-727,0
14901,5.4,169,12,21,10,0,0,0,0,727,1
11345,5.0,167,5,4,7,0,0,0,0,-1578,0
12923,5.2,177,7,10,5,0,0,0,0,1578,1
10026,4.8,144,1,0,11,0,0,0,0,-3951,0
13977,5.6,148,11,8,1,0,0,0,0,3951,1
11532,5.2,174,4,6,4,0,0,0,0,95,1
11437,5.6,202,4,1,4,0,0,0,0,-95,0
13356,5.4,192,7,9,4,0,0,0,0,1214,1
12142,5.2,185,4,5,7,0,0,0,0,-1214,0
11435,5.2,182,4,4,6,0,0,0,0,-814,1
12249,5.4,176,6,5,4,0,0,0,0,814,0
12699,5.2,192,6,3,7,0,0,0,0,917,0
11782,5.0,153,7,4,6,0,0,0,0,-917,1
11010,5.6,189,3,2,1,0,0,0,0,429,1
10581,5.2,195,1,0,3,0,0,0,0,-429,0
11699,5.4,154,6,2,4,0,0,0,0,621,1
11078,5.4,166,4,4,6,0,0,0,0,-621,0
12343,5.4,204,4,4,3,0,0,0,0,501,0
11842,5.4,186,3,5,4,0,0,0,0,-501,1
10502,5.6,201,0,0,2,0,0,0,0,-557,0
11059,5.4,205,2,3,0,0,0,0,0,557,1
9561,5.4,166,1,0,5,0,0,0,0,-2245,0
11806,5.4,188,5,4,1,0,1,0,0,2245,1
11354,5.4,175,3,5,5,0,0,0,0,-864,1
12218,5.6,199,5,5,3,0,0,0,0,864,0
12937,5.2,177,7,11,4,0,0,0,0,1665,1
11272,4.8,159,4,4,7,0,0,0,0,-1665,0
10456,5.4,184,1,2,1,0,0,0,0,205,0
10251,5.4,177,1,0,1,0,0,0,0,-205,1
13459,5.0,168,8,9,5,0,0,0,0,1454,1
12005,4.8,180,5,4,8,0,0,0,0,-1454,0
11269,5.2,204,3,3,3,0,1,0,0,-403,0
11672,5.8,196,3,1,3,0,0,0,0,403,1
11074,5.4,188,2,2,5,0,0,0,0,-351,0
11425,5.6,175,5,2,2,0,0,0,0,351,1
10396,5.2,188,1,2,2,0,0,0,0,-38,0
10434,5.0,187,2,1,1,0,0,0,0,38,1
11382,5.0,182,3,4,4,0,0,0,0,520,1
10862,5.0,143,4,8,3,0,0,0,0,-520,0
11055,5.4,197,3,2,7,0,0,0,0,-2488,0
13543,5.6,192,7,11,3,0,0,0,0,2488,1
11444,5.0,176,3,4,4,0,0,0,0,-92,0
11536,5.6,188,4,6,3,0,0,0,0,92,1
12013,5.6,196,4,4,3,0,0,0,0,68,1
11945,5.4,199,3,2,4,0,0,0,0,-68,0
12162,5.6,207,5,6,3,0,0,0,0,1070,0
11092,5.0,177,3,3,5,0,0,0,0,-1070,1
10805,5.0,154,4,4,12,0,0,0,0,-4237,0
15042,5.2,171,12,12,4,0,0,0,0,4237,1
11867,5.4,187,5,4,3,0,0,0,0,526,0
11341,5.6,188,3,3,5,0,0,0,0,-526,1
12526,5.6,198,5,5,1,0,0,0,0,1842,1
10684,5.2,189,1,2,5,0,1,0,0,-1842,0
12127,5.2,161,6,9,2,0,0,0,0,2254,1
9873,5.0,160,2,0,6,0,0,0,0,-2254,0
10433,5.2,161,2,1,8,0,0,0,0,-3229,0
13662,5.4,164,8,11,2,0,0,0,0,3229,1
10395,5.2,196,1,0,1,0,0,0,0,379,0
10016,5.2,189,1,0,1,0,0,0,0,-379,1
10491,5.2,167,3,0,5,0,0,0,0,-1486,0
11977,5.4,193,5,4,3,0,0,0,0,1486,1
13246,5.8,211,6,4,2,0,0,0,0,2523,1
10723,5.4,192,2,3,6,0,0,0,0,-2523,0
12032,5.2,198,5,7,3,0,0,0,0,431,0
11601,5.2,200,3,3,5,0,0,0,0,-431,1
11323,5.0,168,4,4,7,0,0,0,0,-1581,0
12904,5.2,178,7,9,4,0,0,0,0,1581,1
9868,5.6,185,0,0,1,0,0,0,0,-340,0
10208,5.2,189,1,1,0,0,0,0,0,340,1
13000,5.0,158,7,8,8,0,0,0,0,-26,1
13026,5.2,185,8,5,7,0,0,0,0,26,0
11720,5.2,169,5,9,5,0,0,0,0,-568,1
12288,5.4,181,5,8,5,0,0,0,0,568,0
12853,5.4,151,8,10,6,0,0,0,0,285,1
12568,5.0,169,6,5,8,0,0,0,0,-285,0
14349,5.6,230,8,8,4,0,0,0,0,2897,0
11452,5.2,174,4,5,8,0,0,0,0,-2897,1
11009,5.6,216,1,0,1,0,0,0,0,188,0
10821,5.4,215,1,1,1,0,0,0,0,-188,1
9572,5.2,165,0,0,2,0,0,0,0,-813,0
10385,5.2,164,2,1,0,0,0,0,0,813,1
10460,5.2,164,2,1,8,0,0,0,0,-2450,0
12910,5.2,182,8,8,2,0,1,0,0,2450,1
13060,5.4,191,7,6,2,0,0,0,0,2090,0
10970,5.2,206,2,2,7,0,0,0,0,-2090,1
11325,5.6,203,2,2,1,0,0,0,0,1442,1
9883,5.0,174,1,1,2,0,1,0,0,-1442,0
12486,5.4,191,4,6,6,0,0,0,0,116,1
12370,5.4,168,6,4,4,0,0,0,0,-116,0
12168,5.4,187,5,7,4,0,0,0,0,828,1
11340,5.2,172,4,4,5,0,0,0,0,-828,0
12783,5.2,199,5,6,2,0,0,0,0,2226,1
10557,5.2,182,2,2,5,0,0,0,0,-2226,0
10309,5.4,196,1,0,3,0,0,0,0,-507,0
10816,5.0,148,3,3,1,0,0,0,0,507,1
11984,5.0,161,6,11,3,0,0,0,0,1300,1
10684,5.2,150,3,3,6,0,1,0,0,-1300,0
12593,5.0,173,8,6,10,0,0,0,0,-1487,0
14080,5.4,160,10,13,8,0,0,0,0,1487,1
12710,5.2,178,6,9,4,0,0,0,0,1265,0
11445,5.2,184,4,3,6,0,0,0,0,-1265,1
11321,4.8,141,5,4,10,0,0,0,0,-2613,0
13934,5.6,180,10,9,5,0,0,0,0,2613,1
11464,5.4,187,3,6,7,0,0,0,0,-2826,0
14290,5.4,200,7,11,3,0,0,0,0,2826,1
11618,5.6,192,3,3,0,0,0,0,0,2071,1
9547,5.0,181,0,0,3,0,0,0,0,-2071,0
12273,5.0,164,5,8,4,0,0,0,0,34,1
12239,5.4,200,4,8,5,0,0,0,0,-34,0
11136,5.4,180,4,4,2,0,0,0,0,279,1
10857,5.2,183,2,2,4,0,0,0,0,-279,0
12623,5.2,171,6,8,4,0,1,0,0,1478,1
11145,5.2,180,4,3,6,0,0,0,0,-1478,0
11973,5.0,145,5,8,5,0,0,0,0,167,0
11806,5.0,178,5,8,5,0,0,0,0,-167,1
12626,5.4,170,7,12,6,0,0,0,0,830,0
11796,5.2,174,6,6,7,0,0,0,0,-830,1
12366,5.4,188,5,4,4,0,0,0,0,1339,1
11027,5.4,163,4,3,5,0,0,0,0,-1339,0
11240,5.4,178,3,3,4,0,0,0,0,-529,0
11769,5.8,187,4,3,3,0,0,0,0,529,1
10822,5.0,152,4,3,5,0,0,0,0,-1142,0
11964,5.2,176,5,8,4,0,0,0,0,1142,1
10596,5.2,163,3,2,0,0,0,0,0,389,0
10207,5.4,178,0,0,3,0,0,0,0,-389,1
13060,5.6,198,6,7,3,0,0,0,0,2129,0
10931,5.6,187,3,2,6,0,1,0,0,-2129,1
10778,5.2,173,3,2,5,0,0,0,0,-1027,0
11805,5.0,174,5,7,3,0,1,0,0,1027,1
11790,5.0,155,6,5,4,0,0,0,0,-306,0
12096,5.2,192,4,7,6,0,0,0,0,306,1
11046,5.2,180,3,2,4,0,0,0,0,-942,0
