Gold,Level,Minions,Kills,Assists,Deaths,Towers,Dragons,Heralds,Barons,Gold_diff,Win
34778,10.4,508,15,19,12,3,2,0,0,5723,1
29055,10.2,500,12,7,15,0,0,2,0,-5723,0
33073,10.4,579,10,7,17,3,1,1,0,-2087,0
35160,10.6,537,17,21,10,2,1,1,0,2087,1
38492,11.0,588,20,23,8,6,2,2,0,7295,1
31197,10.0,505,8,9,20,2,0,0,0,-7295,0
37881,10.8,463,24,38,17,2,2,1,0,2596,1
35285,10.2,476,17,27,24,2,0,1,0,-2596,0
33569,10.8,516,18,23,13,1,2,0,0,-989,0
34558,10.6,577,13,12,18,2,0,1,0,989,1
37477,10.4,525,19,24,19,3,1,1,0,3406,1
34071,9.6,451,19,25,19,2,0,0,0,-3406,0
39861,11.0,512,26,24,14,3,2,1,0,9268,1
30593,9.8,416,14,14,26,0,0,0,0,-9268,0
36919,10.2,473,24,18,23,3,2,1,0,-1135,1
38054,10.4,450,23,16,24,3,0,0,0,1135,0
35656,10.4,544,18,16,17,2,0,1,0,245,1
35411,10.8,484,17,23,18,2,2,1,0,-245,0
32340,10.0,467,14,16,24,0,0,1,0,-2631,0
34971,11.2,464,24,21,14,2,2,0,0,2631,1
35746,10.0,484,19,20,17,3,0,0,0,253,0
35493,10.4,512,17,20,19,1,2,2,0,-253,1
38886,11.0,546,23,27,13,5,0,1,0,9991,1
28895,10.0,436,13,13,23,0,2,0,0,-9991,0
38186,10.8,558,25,27,11,2,2,1,0,8631,1
29555,10.0,446,11,15,25,0,1,1,0,-8631,0
35416,10.6,487,18,23,25,1,1,1,0,-5155,0
40571,11.0,549,25,34,18,3,1,1,0,5155,1
33096,10.2,485,20,26,18,0,2,0,0,-3837,0
36933,10.8,554,18,23,20,3,0,1,0,3837,1
34533,10.2,487,16,17,26,2,1,0,0,-2777,1
37310,10.8,536,26,22,16,3,1,2,0,2777,0
42423,10.8,581,27,21,14,4,2,1,0,8738,1
33685,10.4,446,14,21,27,2,0,0,0,-8738,0
35272,11.0,587,14,17,15,2,0,1,0,738,0
34534,10.8,614,15,14,14,1,2,1,0,-738,1
34045,10.8,566,13,12,11,2,2,0,0,3233,1
30812,10.6,554,11,9,13,0,1,2,0,-3233,0
34178,10.4,555,14,11,22,2,2,0,0,-4302,0
38480,10.8,546,22,20,14,4,1,1,0,4302,1
31432,10.2,540,12,5,14,2,0,1,0,-1650,1
33082,10.6,537,14,21,12,1,2,0,0,1650,0
40271,11.0,565,26,32,15,5,1,1,0,7976,1
32295,10.2,410,15,20,26,1,1,0,0,-7976,0
33366,10.4,539,13,20,21,0,0,0,0,-4813,0
38179,10.6,558,21,22,13,4,2,1,0,4813,1
41777,11.0,589,24,24,9,9,2,2,0,15224,1
26553,9.6,418,9,5,24,0,0,0,0,-15224,0
33348,9.4,442,19,25,31,1,1,0,0,-8778,1
42126,10.6,518,31,43,19,5,1,1,0,8778,0
35650,10.2,443,22,36,26,1,0,0,0,-4953,0
40603,10.8,566,26,24,22,3,2,2,0,4953,1
32521,10.4,527,12,12,20,1,1,0,0,-5877,0
38398,10.8,550,20,23,12,4,2,2,0,5877,1
36267,10.6,501,21,20,12,3,0,1,0,4861,1
31406,10.0,486,12,15,21,1,2,0,0,-4861,0
35074,10.6,548,13,19,19,2,0,2,0,-1150,0
36224,10.8,553,19,27,13,2,2,0,0,1150,1
33630,10.4,527,16,15,19,1,0,1,0,-3007,0
36637,10.6,500,19,21,16,5,2,1,0,3007,1
36320,10.8,524,20,12,15,4,0,2,0,3863,0
32457,10.2,520,15,16,20,1,2,0,0,-3863,1
37538,10.8,534,19,27,14,3,1,1,0,4886,1
32652,10.2,505,14,14,19,1,1,0,0,-4886,0
32133,10.4,542,15,9,9,2,1,0,0,159,0
31974,10.4,581,9,11,15,1,1,1,0,-159,1
33316,10.2,445,17,28,27,1,0,0,0,-11177,0
44493,11.2,590,27,22,17,7,3,2,0,11177,1
