Gold,Level,Minions,Kills,Assists,Deaths,Towers,Dragons,Heralds,Barons,Gold_diff,Win
58881,14.8,801,28,41,20,10,4,0,1,7542,1
51339,14.0,812,20,29,28,3,0,2,1,-7542,0
57066,14.4,849,24,35,29,8,2,1,1,-1169,0
58235,15.0,836,29,40,24,4,2,1,1,1169,1
64417,14.8,749,42,70,34,9,3,1,1,7518,1
56899,14.2,729,34,52,42,2,0,0,0,-7518,0
62046,15.2,868,36,40,31,4,2,1,1,5244,1
56802,14.4,711,31,45,36,4,2,1,0,-5244,0
59037,14.6,769,37,67,34,2,2,1,0,-1333,0
60370,14.8,836,34,60,37,4,2,1,1,1333,1
58803,15.0,760,34,49,38,4,2,0,0,1692,1
57111,14.0,824,38,36,34,4,2,2,0,-1692,0
58332,14.8,907,23,32,32,5,0,1,0,-3205,0
61537,15.4,957,32,54,23,8,4,1,1,3205,1
62850,16.0,908,27,30,23,8,4,0,2,8166,1
54684,14.8,873,23,26,27,4,1,2,0,-8166,0
58509,15.0,852,26,22,43,3,2,1,1,-7570,0
66079,15.8,865,43,45,26,11,3,1,1,7570,1
60503,16.0,848,38,32,30,8,1,2,1,3805,1
56698,15.0,807,30,46,38,3,3,0,0,-3805,0
64103,14.8,746,41,65,45,4,3,0,0,76,1
64027,14.2,724,45,58,41,9,1,2,1,-76,0
64190,15.4,783,46,62,28,9,1,1,1,8140,1
56050,14.6,755,28,36,46,3,3,1,0,-8140,0
56313,14.4,818,25,41,31,5,0,2,0,-4275,0
60588,15.2,839,31,55,25,9,3,0,1,4275,1
58365,14.8,807,31,23,37,7,1,2,1,-1020,0
59385,15.2,829,37,46,31,8,3,0,0,1020,1
55422,14.4,765,30,32,25,6,2,0,1,-3496,0
58918,14.8,910,25,36,30,7,2,2,0,3496,1
53652,14.4,870,19,26,35,2,2,1,0,-8739,0
62391,15.0,830,35,45,19,9,2,1,1,8739,1
54059,14.2,830,26,32,22,2,3,1,0,-230,0
54289,14.2,766,22,30,26,4,1,1,1,230,1
52340,14.2,937,20,26,26,2,2,1,0,-4578,0
56918,14.8,918,26,29,20,4,2,1,0,4578,1
59357,14.0,764,33,47,38,9,1,1,0,-2209,0
61566,15.4,730,38,55,33,6,2,1,2,2209,1
55916,13.8,824,19,34,34,3,0,1,1,-4763,0
60679,14.8,927,34,49,19,7,4,1,0,4763,1
56480,14.8,812,34,42,39,3,1,1,0,-6834,0
