Gold,Level,Minions,Kills,Assists,Deaths,Plates,Towers,Dragons,Heralds,Barons,Sight_wards,Control_wards,Gold_diff,Win
6197,3.4,73,2,1,0,0,0,0,0,0,5,0,1018,1
5343,3.4,71,0,0,1,0,0,0,0,0,3,0,-909,0
6252,3.4,83,1,1,0,0,0,0,0,0,4,1,909,1
6644,3.6,72,2,1,0,0,0,0,0,0,3,1,1539,1
5105,3.0,60,0,0,2,0,0,0,0,0,2,0,-1539,0
6911,3.6,89,3,1,1,0,0,0,0,0,5,0,1237,1
5674,3.2,57,1,1,3,0,0,0,0,0,4,0,-1237,0
6133,3.4,70,1,0,0,1,0,0,0,0,6,0,1118,0
5015,3.4,54,0,0,1,0,0,0,0,0,4,0,-1118,1
6221,3.2,65,2,2,3,0,0,0,0,0,3,0,-521,1
6742,3.2,71,3,4,2,0,0,0,0,0,3,0,521,0
6052,3.4,79,1,1,0,0,0,0,0,0,4,0,816,1
5236,3.0,69,0,0,1,0,0,0,0,0,3,0,-816,0
5522,3.4,78,0,0,1,0,0,0,0,0,5,0,-730,1
6252,3.6,88,1,0,0,0,0,0,0,0,3,0,730,0
6665,3.4,70,3,2,0,0,0,0,0,0,2,0,1292,1
5373,3.2,72,0,0,3,0,0,0,0,0,5,1,-1292,0
5806,3.4,76,1,0,0,0,0,0,0,0,4,0,864,1
4942,2.8,56,0,0,1,0,0,0,0,0,5,0,-864,0
5177,2.6,57,0,0,4,0,0,0,0,0,4,0,-2379,0
7556,3.4,78,4,5,0,1,0,0,0,0,3,0,2379,1
5994,3.6,76,1,2,0,0,0,0,0,0,3,0,183,0
5811,3.4,89,0,0,1,0,0,0,0,0,5,0,-183,1
5720,3.4,76,1,0,1,0,0,0,0,0,2,1,9,0
5711,3.2,56,1,2,1,0,0,0,0,0,4,0,-9,1
6589,3.6,78,3,1,2,0,0,0,0,0,2,0,687,0
5902,2.8,53,2,2,3,0,0,0,0,0,2,0,-687,1
5414,3.0,48,1,1,3,0,0,0,0,0,3,0,-927,0
6341,3.0,70,3,1,1,0,0,0,0,0,4,0,927,1
5571,3.2,89,0,0,2,0,0,0,0,0,5,1,-807,0
6378,3.4,71,2,1,0,0,0,0,0,0,5,0,807,1
5966,3.4,82,1,0,2,0,0,0,0,0,3,0,-57,1
6023,3.2,60,2,1,1,0,0,0,0,0,5,1,57,0
6163,3.6,83,1,1,0,0,0,0,0,0,4,0,418,0
5745,3.6,85,0,0,1,0,0,0,0,0,6,0,-418,1
6333,3.4,71,2,1,0,0,0,0,0,0,3,0,1102,1
5231,3.0,67,0,0,2,0,0,0,0,0,5,1,-1102,0
5658,3.4,63,1,0,1,0,0,0,0,0,4,0,35,0
5623,3.2,69,1,1,1,0,0,0,0,0,9,0,-35,1
6011,3.4,77,1,1,0,0,0,0,0,0,3,0,406,1
5605,3.6,75,0,0,1,0,0,0,0,0,5,0,-406,0
5892,3.6,75,1,0,1,0,0,0,0,0,2,0,268,0
5624,3.2,57,1,1,1,0,0,0,0,0,7,0,-268,1
6050,3.2,63,2,0,1,0,0,0,0,0,2,0,205,1
5845,3.2,76,1,1,2,0,0,0,0,0,1,1,-205,0
6297,3.4,74,2,1,1,0,0,0,0,0,4,0,591,0
5706,3.2,65,1,1,2,0,0,0,0,0,5,1,-591,1
5667,3.4,64,1,0,0,0,0,0,0,0,4,1,326,0
5341,3.4,64,0,0,1,0,0,0,0,0,6,1,-326,1
5653,3.2,71,0,0,2,0,0,0,0,0,5,0,-1131,1
6784,3.4,72,2,2,0,0,0,0,0,0,4,0,1131,0
6084,3.2,66,1,1,0,0,0,0,0,0,4,0,455,1
5629,3.4,79,0,0,1,0,0,0,0,0,5,0,-455,0
6013,3.4,68,1,1,1,0,0,0,0,0,3,0,-37,1
6050,3.6,79,1,1,1,0,0,0,0,0,3,0,37,0
6951,3.2,80,4,0,2,0,0,0,0,0,3,0,1384,1
5567,3.0,53,2,0,4,0,0,0,0,0,3,0,-1384,0
6289,3.6,81,1,1,0,0,0,0,0,0,6,1,1081,1
5208,3.2,59,0,0,1,0,0,0,0,0,5,0,-1081,0
6683,3.4,96,2,2,1,0,0,0,0,0,4,0,907,1
5776,3.6,67,1,0,2,0,0,0,0,0,3,0,-907,0
5542,3.2,82,0,0,2,0,0,0,0,0,3,0,-689,1
6231,3.2,70,2,1,0,0,0,0,0,0,3,1,689,0
5930,3.6,76,1,0,0,0,0,0,0,0,5,0,287,1
5643,3.6,91,0,0,1,0,0,0,0,0,7,0,-287,0
5490,3.0,75,0,0,2,0,0,0,0,0,3,0,-966,1
6456,3.4,80,2,3,0,0,0,0,0,0,4,1,966,0
5975,3.4,55,2,2,3,0,0,0,0,0,4,0,-758,0
6733,3.4,80,3,1,2,0,0,0,0,0,5,1,758,1
5864,3.6,88,0,0,0,0,0,0,0,0,3,0,340,0
5524,3.2,73,0,0,0,0,0,0,0,0,4,0,-340,1
5485,3.4,74,0,0,2,0,0,0,0,0,2,0,-692,0
6177,3.6,63,2,1,0,0,0,0,0,0,5,0,692,1
5446,3.6,71,0,0,0,0,0,0,0,0,4,0,170,1
5276,3.2,64,0,0,0,0,0,0,0,0,8,0,-170,0
7198,3.6,78,3,3,0,0,0,0,0,0,3,0,1804,1
5394,3.2,71,0,0,3,0,0,0,0,0,4,0,-1804,0
5393,3.0,55,0,0,3,0,0,0,0,0,5,0,-1531,1
6924,3.2,54,3,4,0,0,0,0,0,0,4,1,1531,0
5433,3.4,71,0,0,0,0,0,0,0,0,2,0,-385,0
5818,3.4,83,0,0,0,0,0,0,0,0,4,0,385,1
7093,2.6,44,4,5,7,0,0,0,0,0,4,0,-880,0
7973,3.2,62,7,11,4,0,0,0,0,0,3,1,880,1
5388,3.4,65,0,0,1,0,0,0,0,0,4,0,-636,1
6024,3.4,68,1,1,0,0,0,0,0,0,3,0,636,0
6317,3.2,52,2,3,2,0,0,0,0,0,3,0,324,0
5993,3.2,58,2,1,2,0,0,0,0,0,3,0,-324,1
5620,3.4,70,0,0,1,0,0,0,0,0,3,0,-553,0
6173,3.6,71,1,2,0,0,0,0,0,0,2,0,553,1
6325,3.6,82,1,1,3,0,0,0,0,0,4,0,-803,1
7128,3.6,85,3,6,1,0,0,0,0,0,4,0,803,0
6406,3.2,57,3,1,2,0,0,0,0,0,3,0,110,0
6296,3.2,68,2,3,3,0,0,0,0,0,5,0,-110,1
6327,3.4,70,2,1,0,0,0,0,0,0,2,0,814,0
5513,3.2,80,0,0,2,0,0,0,0,0,2,0,-814,1
5563,2.6,52,1,1,5,0,0,0,0,0,3,0,-1708,1
7271,3.4,59,5,4,1,0,0,0,0,0,5,0,1708,0
6132,3.4,87,1,0,0,0,0,0,0,0,3,0,1190,1
4942,2.8,50,0,0,1,0,0,0,0,0,2,0,-1190,0
5227,3.2,55,0,0,1,0,0,0,0,0,2,0,-840,0
6067,3.4,75,1,0,0,0,0,0,0,0,3,1,840,1
5785,3.2,63,1,1,3,0,0,0,0,0,4,0,-1106,0
6891,3.4,76,3,1,1,0,0,0,0,0,1,0,1106,1
6871,3.0,59,3,6,4,0,0,0,0,0,5,0,-148,0
7019,3.0,66,4,9,3,0,0,0,0,0,5,1,148,1
5776,3.4,85,0,0,0,0,0,0,0,0,2,0,229,0
5547,3.2,76,0,0,0,0,0,0,0,0,4,0,-229,1
5393,3.2,71,0,0,4,0,0,0,0,0,3,0,-1550,0
6943,3.4,71,4,2,0,0,0,0,0,0,2,0,1550,1
6367,3.6,73,2,1,2,0,0,0,0,0,3,0,-467,1
6834,3.4,78,2,2,2,0,0,0,0,0,4,0,467,0
5266,3.2,53,1,0,3,0,0,0,0,0,4,0,-1246,0
6512,2.8,47,3,8,1,0,0,0,0,0,4,0,1246,1
6070,3.4,89,1,0,1,0,0,0,0,0,4,0,-273,1
6343,3.6,86,1,1,1,0,0,0,0,0,4,0,273,0
5399,3.4,74,0,0,0,0,0,0,0,0,5,0,-210,1
5609,3.4,78,0,0,0,0,0,0,0,0,4,0,210,0
6376,3.4,61,2,2,1,0,0,0,0,0,4,0,531,0
5845,3.4,67,1,0,2,0,0,0,0,0,3,0,-531,1
5576,3.2,79,0,0,1,0,0,0,0,0,6,0,-340,0
5916,3.4,73,1,0,0,0,0,0,0,0,5,0,340,1
5243,3.2,66,0,0,1,0,0,0,0,0,2,0,-986,1
6229,3.4,81,1,1,0,0,0,0,0,0,4,0,986,0
5981,3.6,79,1,0,1,0,0,0,0,0,4,0,126,0
5855,3.2,72,1,0,1,0,0,0,0,0,2,0,-126,1
6935,3.4,87,2,2,0,0,0,0,0,0,3,0,1593,1
5342,3.2,68,0,0,2,0,0,0,0,0,6,1,-1593,0
5583,3.2,61,1,0,1,0,0,0,0,0,3,0,-420,0
6003,3.4,81,1,1,1,0,0,0,0,0,4,0,420,1
5819,3.4,91,0,0,1,0,0,0,0,0,4,1,-362,1
6181,3.4,77,1,2,0,0,0,0,0,0,5,1,362,0
6875,3.2,70,4,4,1,0,0,0,0,0,5,0,1058,0
5817,3.0,60,1,1,4,0,0,0,0,0,5,0,-1058,1
6494,3.2,59,3,4,3,0,0,0,0,0,4,0,-353,1
6847,3.2,59,3,3,3,0,0,0,0,0,3,0,353,0
6074,3.6,92,1,0,1,0,0,0,0,0,4,0,215,1
5859,3.2,67,1,0,1,0,0,0,0,0,4,1,-215,0
5619,3.4,71,0,0,2,0,0,0,0,0,4,1,-419,1
6038,3.2,63,2,0,0,0,0,0,0,0,4,1,419,0
6410,3.4,86,1,1,0,0,0,0,0,0,0,2,728,1
5682,3.4,74,0,0,1,0,0,0,0,0,4,0,-728,0
5768,3.2,53,1,2,0,0,0,0,0,0,5,0,270,0
5498,3.4,70,0,0,1,0,0,0,0,0,2,1,-270,1
6675,3.2,57,3,2,0,0,0,0,0,0,2,0,905,1
5770,3.2,81,0,0,3,0,0,0,0,0,4,1,-905,0
6170,3.2,54,2,2,2,0,0,0,0,0,3,0,-722,0
6892,3.2,88,2,2,2,0,0,0,0,0,5,1,722,1
5731,3.4,78,0,0,1,0,0,0,0,0,4,1,-569,0
6300,3.6,89,1,2,0,0,0,0,0,0,5,1,569,1
6310,3.6,85,1,1,0,0,0,0,0,0,2,0,862,0
5448,3.4,69,0,0,1,0,0,0,0,0,4,1,-862,1
6369,3.4,69,2,1,1,0,0,0,0,0,5,1,374,1
5995,2.8,62,1,1,2,0,0,0,0,0,2,0,-374,0
7476,3.2,77,3,6,1,0,0,0,0,0,2,1,1694,1
5782,3.2,55,1,1,3,0,0,0,0,0,1,1,-1694,0
6578,3.6,82,2,2,0,0,0,0,0,0,4,0,1105,1
5473,3.6,70,0,0,2,0,0,0,0,0,3,1,-1105,0
5163,3.4,54,0,0,1,0,0,0,0,0,3,0,-753,1
5916,3.6,72,1,0,0,0,0,0,0,0,2,1,753,0
6359,3.4,92,1,3,0,0,0,0,0,0,3,0,848,1
5511,3.4,67,0,0,1,0,0,0,0,0,3,2,-848,0
5231,3.0,58,0,0,2,0,0,0,0,0,5,1,-1406,0
6637,3.4,85,2,1,0,0,0,0,0,0,4,0,1406,1
6225,3.6,71,1,1,2,0,0,0,0,0,3,1,-117,0
6342,3.4,75,2,1,1,0,0,0,0,0,4,0,117,1
5489,3.4,71,0,0,0,0,0,0,0,0,3,0,129,1
5360,3.2,71,0,0,0,0,0,0,0,0,1,1,-129,0
6125,3.6,84,1,0,0,0,0,0,0,0,2,0,917,1
5208,3.2,62,0,0,1,0,0,0,0,0,3,1,-917,0
5323,3.4,54,0,0,3,0,0,0,0,0,2,1,-1465,0
6788,3.6,85,3,1,0,0,0,0,0,0,2,0,1465,1
6563,3.4,68,3,1,0,0,0,0,0,0,4,0,1605,1
4958,2.6,49,0,0,3,0,0,0,0,0,4,1,-1605,0
6356,3.2,54,2,3,4,0,0,0,0,0,4,1,-987,0
7343,3.2,71,4,6,2,0,0,0,0,0,2,0,987,1
6955,3.2,67,3,6,0,0,0,0,0,0,5,0,1445,0
5510,3.2,73,0,0,3,0,0,0,0,0,4,1,-1445,1
5050,3.2,53,0,0,1,0,0,0,0,0,6,1,-1135,0
6185,3.6,87,1,0,0,0,0,0,0,0,4,0,1135,1
6195,3.4,71,2,0,1,0,0,0,0,0,3,1,768,1
5427,3.2,58,1,0,2,0,0,0,0,0,2,0,-768,0
5784,3.4,85,0,0,0,0,0,0,0,0,4,1,463,0
5321,3.4,65,0,0,0,0,0,0,0,0,3,0,-463,1
5697,3.4,81,0,0,2,0,0,0,0,0,3,1,-1046,1
6743,3.6,82,2,2,0,0,0,0,0,0,3,0,1046,0
7077,3.6,72,3,3,1,0,0,0,0,0,4,1,670,0
6407,3.4,91,1,1,3,0,0,0,0,0,3,1,-670,1
6671,3.2,63,3,1,4,0,0,0,0,0,5,0,-54,1
6725,3.2,61,4,2,3,0,0,0,0,0,4,1,54,0
6686,3.4,89,2,0,1,0,0,0,0,0,4,0,439,0
6247,3.2,74,1,1,2,0,0,0,0,0,3,1,-439,1
7730,3.2,57,6,8,2,0,0,0,0,0,4,2,1921,1
5809,3.2,58,2,1,6,0,0,0,0,0,4,0,-1921,0
6903,3.4,72,3,2,1,0,0,0,0,0,4,1,1085,1
5818,3.4,76,1,0,3,0,0,0,0,0,5,0,-1085,0
5925,3.2,65,1,1,3,0,0,0,0,0,3,1,-1097,0
7022,3.4,70,3,4,1,0,0,0,0,0,2,0,1097,1
7634,3.6,70,5,3,2,0,0,0,0,0,3,0,1568,0
6066,2.8,56,2,2,5,0,0,0,0,0,4,1,-1568,1
5584,3.2,77,0,0,2,0,0,0,0,0,2,0,-1325,0
6909,3.6,88,2,1,0,0,0,0,0,0,2,1,1325,1
6139,3.4,59,2,3,2,0,0,0,0,0,3,1,-329,0
6468,3.2,63,2,2,2,0,0,0,0,0,6,0,329,1
5708,3.2,79,0,0,1,0,0,0,0,0,3,1,-655,0
6363,3.4,89,1,1,0,0,0,0,0,0,3,0,655,1
6291,3.2,71,2,1,1,0,0,0,0,0,3,1,483,1
5808,3.4,64,1,0,2,0,0,0,0,0,2,0,-483,0
5649,3.6,80,0,0,0,0,0,0,0,0,5,0,333,0
5316,3.4,63,0,0,0,0,0,0,0,0,3,1,-333,1
6069,3.4,74,1,0,0,0,0,0,0,0,2,1,803,1
5266,2.8,62,0,0,1,0,0,0,0,0,3,0,-803,0
6676,3.2,58,3,2,3,0,0,0,0,0,5,0,455,1
6221,3.2,50,3,1,3,0,0,0,0,0,3,2,-455,0
5736,3.2,76,1,0,1,0,0,0,0,0,4,0,-112,0
5848,3.4,68,1,0,1,0,0,0,0,0,3,1,112,1
7135,3.6,81,3,2,1,0,0,0,0,0,3,0,1371,0
5764,3.2,60,1,0,3,0,0,0,0,0,3,1,-1371,1
6033,3.6,75,1,0,0,0,0,0,0,0,5,1,617,0
5416,3.4,70,0,0,1,0,0,0,0,0,5,1,-617,1
5833,3.2,75,1,1,1,0,0,0,0,0,6,0,139,1
5694,3.2,46,1,1,1,0,0,0,0,0,6,1,-139,0
5153,3.0,54,0,0,3,0,0,0,0,0,4,0,-2049,0
7202,3.6,78,3,2,0,0,0,0,0,0,6,0,2049,1
5544,3.2,74,0,0,2,0,0,0,0,0,4,0,-890,0
6434,3.4,76,2,4,0,0,0,0,0,0,4,1,890,1
7177,3.6,72,3,3,1,0,0,0,0,0,3,1,1412,0
5765,3.2,75,1,0,3,0,0,0,0,0,5,0,-1412,1
5742,3.4,85,0,0,0,0,0,0,0,0,4,1,196,1
5546,3.4,69,0,0,0,0,0,0,0,0,3,0,-196,0
6256,3.6,81,1,1,1,0,0,0,0,0,6,1,150,1
6106,3.6,87,1,0,1,0,0,0,0,0,3,1,-150,0
6392,3.0,55,3,4,5,0,0,0,0,0,4,1,-1388,1
7780,3.4,80,5,7,3,0,0,0,0,0,2,0,1388,0
6000,3.6,68,2,0,0,0,0,0,0,0,5,0,589,1
5411,3.4,62,0,0,2,0,0,0,0,0,1,1,-589,0
6968,3.4,61,4,2,2,0,0,0,0,0,4,0,1083,0
5885,2.8,45,2,2,4,0,0,0,0,0,4,1,-1083,1
6589,3.6,79,2,2,0,0,0,0,0,0,4,0,1151,1
5438,3.4,73,0,0,2,0,0,0,0,0,5,2,-1151,0
5655,3.4,88,0,0,1,0,0,0,0,0,4,0,-746,0
6401,3.6,102,1,0,0,0,0,0,0,0,4,1,746,1
6396,3.6,72,2,1,1,0,0,0,0,0,4,1,544,1
5852,3.4,71,1,0,2,0,0,0,0,0,4,0,-544,0
5413,3.4,69,0,0,0,0,0,0,0,0,2,1,-149,1
5562,3.4,71,0,0,0,0,0,0,0,0,4,0,149,0
5905,3.4,72,1,0,1,0,0,0,0,0,3,1,115,0
5790,3.4,72,1,0,1,0,0,0,0,0,3,0,-115,1
6011,3.4,65,1,2,2,0,0,0,0,0,3,0,-170,1
6181,3.4,76,2,1,1,0,0,0,0,0,5,1,170,0
5687,3.4,68,1,0,3,0,0,0,0,0,3,1,-1360,0
7047,3.2,75,3,2,1,0,0,0,0,0,4,0,1360,1
6369,3.4,65,2,1,1,0,0,0,0,0,3,1,580,1
5789,3.2,78,1,0,2,0,0,0,0,0,2,0,-580,0
6378,3.6,71,2,2,2,0,0,0,0,0,2,2,-567,0
6945,3.2,85,2,4,2,0,0,0,0,0,3,0,567,1
5492,3.4,79,0,0,0,0,0,0,0,0,1,1,-278,0
5770,3.6,88,0,0,0,0,0,0,0,0,3,0,278,1
6724,3.4,69,3,2,2,0,0,0,0,0,2,1,362,0
6362,3.0,64,2,2,3,0,0,0,0,0,3,1,-362,1
5861,3.2,52,2,1,3,0,0,0,0,0,3,1,-1148,1
7009,3.2,58,3,2,2,0,0,0,0,0,5,0,1148,0
6034,3.4,67,1,3,0,0,0,0,0,0,5,1,406,0
5628,3.4,87,0,0,1,0,0,0,0,0,5,0,-406,1
5532,3.0,62,1,0,2,0,0,0,0,0,2,0,-593,0
6125,3.0,59,2,2,1,0,0,0,0,0,2,1,593,1
5755,3.2,74,1,0,1,0,0,0,0,0,3,0,-142,1
5897,3.2,76,1,0,1,0,0,0,0,0,4,2,142,0
5474,3.4,71,0,0,1,0,0,0,0,0,2,1,-695,0
6169,3.4,80,1,1,0,0,0,0,0,0,4,0,695,1
5339,3.2,71,0,0,0,0,0,0,0,0,5,1,107,1
5232,3.0,63,0,0,0,0,0,0,0,0,4,1,-107,0
5487,3.4,76,0,0,0,0,0,0,0,0,4,1,-360,1
5847,3.2,83,0,0,0,0,0,0,0,0,4,0,360,0
7375,3.2,73,5,4,1,0,0,0,0,0,4,1,1447,0
5928,3.2,78,1,0,5,0,0,0,0,0,3,0,-1447,1
5839,3.4,70,1,0,1,0,0,0,0,0,2,1,-138,1
5977,3.6,82,1,0,1,0,0,0,0,0,4,0,138,0
5469,2.8,57,1,1,5,0,0,0,0,0,3,1,-2076,0
7545,3.4,82,5,1,1,0,0,0,0,0,4,0,2076,1
6008,3.2,81,1,1,2,0,0,0,0,0,5,1,-301,0
6309,3.2,74,2,1,1,0,0,0,0,0,4,1,301,1
5707,3.0,70,1,1,2,0,0,0,0,0,5,1,-901,1
6608,3.4,82,2,2,1,0,0,0,0,0,3,0,901,0
5891,3.4,74,1,0,1,0,0,0,0,0,5,0,176,0
5715,3.2,66,1,1,1,0,0,0,0,0,3,0,-176,1
5727,3.2,55,2,0,2,0,0,0,0,0,3,0,-532,0
6259,3.4,78,2,1,2,0,0,0,0,0,5,0,532,1
6056,3.2,68,2,1,0,0,0,0,0,0,4,0,501,1
5555,3.6,79,0,0,2,0,0,0,0,0,7,0,-501,0
5723,3.4,84,0,0,0,0,0,0,0,0,6,0,214,1
5509,3.4,78,0,0,0,0,0,0,0,0,3,1,-214,0
5487,3.2,71,0,0,0,0,0,0,0,0,4,0,-149,0
5636,3.4,74,0,0,0,0,0,0,0,0,3,1,149,1
5690,3.2,70,1,0,2,0,0,0,0,0,4,1,-941,1
6631,3.4,67,2,2,1,0,0,0,0,0,0,0,941,0
5457,3.4,73,0,0,1,0,0,0,0,0,5,0,-230,1
5687,3.4,59,1,1,0,0,0,0,0,0,3,1,230,0
6086,3.2,73,1,1,1,0,0,0,0,0,3,1,277,1
5809,3.2,65,1,1,1,0,0,0,0,0,5,0,-277,0
5229,2.2,19,2,3,2,0,0,0,0,0,0,1,-740,1
5969,3.0,35,2,2,2,0,0,0,0,0,0,0,740,0
6754,3.2,70,3,3,0,0,0,0,0,0,4,0,1323,1
5431,3.4,66,0,0,3,0,0,0,0,0,3,1,-1323,0
5826,3.4,69,1,0,1,0,0,0,0,0,3,0,9,0
5817,3.2,73,1,0,1,0,0,0,0,0,3,1,-9,1
5392,3.4,69,0,0,1,0,0,0,0,0,4,0,-883,0
6275,3.4,79,1,1,0,0,0,0,0,0,5,0,883,1
5609,3.4,76,0,0,2,0,0,0,0,0,5,1,-959,0
6568,3.6,84,2,4,0,0,0,0,0,0,5,0,959,1
5576,3.4,48,1,0,2,0,0,0,0,0,4,1,-30,1
5606,2.8,53,2,2,1,0,0,0,0,0,0,0,30,0
5462,3.2,62,0,0,1,0,0,0,0,0,5,1,-539,1
6001,3.4,76,1,1,0,0,0,0,0,0,5,0,539,0
5074,3.2,54,0,0,1,0,0,0,0,0,2,2,-701,0
5775,3.2,66,1,1,0,0,0,0,0,0,3,0,701,1
5610,3.4,87,0,0,0,0,0,0,0,0,5,0,113,0
5497,3.4,77,0,0,0,0,0,0,0,0,4,0,-113,1
6345,3.4,62,2,4,2,0,0,0,0,0,3,0,318,1
6027,3.2,64,2,1,2,0,0,0,0,0,5,1,-318,0
6320,3.4,73,2,3,2,0,0,0,0,0,5,0,233,1
6087,3.4,72,2,0,2,0,0,0,0,0,4,1,-233,0
6129,3.0,49,2,3,2,0,0,0,0,0,2,1,55,0
6074,3.4,68,2,1,2,0,0,0,0,0,5,1,-55,1
5476,3.2,66,1,0,2,0,0,0,0,0,4,0,-1215,0
6691,3.4,77,2,1,1,0,0,0,0,0,2,0,1215,1
5802,3.4,69,1,0,1,0,0,0,0,0,4,1,-71,1
5873,3.2,71,1,1,1,0,0,0,0,0,2,0,71,0
5558,3.4,77,0,0,1,0,0,0,0,0,3,1,-905,1
6463,3.4,86,1,1,0,0,0,0,0,0,4,0,905,0
7440,3.4,61,5,3,0,0,0,0,0,0,0,0,2852,1
4588,2.8,39,0,0,5,0,0,0,0,0,0,0,-2852,0
6263,2.4,47,3,2,0,0,0,0,0,0,2,2,1821,1
4442,2.2,25,0,0,3,0,0,0,0,0,0,0,-1821,0
5803,3.2,70,1,1,1,0,0,0,0,0,4,0,-628,0
6431,3.4,80,1,1,1,0,0,0,0,0,5,1,628,1
5756,3.4,80,0,0,0,0,0,0,0,0,4,1,-23,1
5779,3.4,86,0,0,0,0,0,0,0,0,2,0,23,0
6060,3.6,83,1,1,1,0,0,0,0,0,2,0,-115,1
6175,3.6,74,1,1,1,0,0,0,0,0,4,0,115,0
6551,3.2,68,3,2,4,0,0,0,0,0,5,0,-458,1
7009,3.4,60,4,4,3,0,0,0,0,0,4,1,458,0
5374,3.2,71,0,0,2,0,0,0,0,0,3,1,-941,0
6315,3.4,71,2,1,0,0,0,0,0,0,4,0,941,1
