Gold,Level,Minions,Kills,Assists,Deaths,Towers,Dragons,Heralds,Barons,Gold_diff,Win
43843,12.2,610,21,31,15,5,2,0,0,5578,1
38265,11.8,607,15,17,21,1,0,2,1,-5578,0
44276,12.6,697,17,21,18,3,2,1,1,3273,0
41003,12.0,647,18,22,17,3,1,1,0,-3273,1
45857,11.8,530,29,44,23,5,3,1,0,2095,1
43762,11.6,555,23,41,29,3,0,1,0,-2095,0
40647,12.0,616,21,32,20,2,2,0,0,-4558,0
45205,12.8,690,20,27,21,3,0,2,1,4558,1
49216,12.4,619,28,39,23,6,2,1,1,8309,1
40907,11.0,546,23,32,28,2,0,0,0,-8309,0
52250,13.4,605,35,39,19,9,2,2,1,13390,1
38860,11.4,499,19,21,35,0,0,0,0,-13390,0
48409,12.0,625,29,21,29,7,2,1,0,2051,1
46358,12.2,542,29,24,29,4,1,1,0,-2051,0
45601,12.2,676,24,21,21,4,1,1,0,2613,1
42988,12.0,565,21,28,24,4,2,1,0,-2613,0
39658,11.6,544,18,20,30,1,0,1,0,-4468,0
44126,12.6,557,30,34,18,6,3,1,0,4468,1
44469,12.0,598,26,30,24,3,0,0,0,-2119,0
46588,12.2,655,24,30,26,4,2,2,0,2119,1
50946,12.8,703,34,45,12,7,2,1,0,17005,1
33941,10.8,513,12,17,34,0,1,1,0,-17005,0
41796,11.6,567,21,27,34,1,1,1,0,-9826,0
51622,13.2,645,34,52,21,6,2,1,1,9826,1
42466,11.8,571,27,39,24,0,2,1,0,-2108,0
44574,12.4,655,24,32,27,3,1,1,0,2108,1
41341,12.0,597,19,19,31,2,1,0,0,-3471,1
44812,12.2,658,31,29,19,3,2,2,0,3471,0
55859,13.0,732,34,29,17,9,3,2,1,15988,1
39871,11.6,534,17,28,34,2,0,0,0,-15988,0
44062,12.2,712,15,19,22,5,0,1,0,-2805,0
46867,13.0,767,22,34,15,4,3,1,1,2805,1
43681,13.0,711,17,16,14,3,3,0,1,2738,1
40943,12.0,696,14,14,17,4,1,2,0,-2738,0
44161,12.6,675,17,14,28,3,2,1,1,-4858,0
49019,13.0,715,28,23,17,6,1,1,0,4858,1
41557,12.8,667,22,14,19,2,0,2,0,248,1
41309,12.4,652,19,27,22,2,2,0,0,-248,0
49928,13.0,716,33,36,20,6,1,2,0,8455,1
41473,11.8,531,20,30,33,2,1,0,0,-8455,0
40502,11.4,628,16,25,33,1,0,0,0,-10636,0
51138,13.6,696,33,39,16,5,3,2,1,10636,1
43065,11.4,554,24,31,38,1,2,0,0,-9080,1
52145,12.4,627,38,48,24,7,1,2,1,9080,0
44862,12.0,554,27,47,35,2,1,0,0,-8099,0
52961,12.8,680,35,40,27,7,2,2,1,8099,1
41549,12.4,629,14,15,27,2,1,0,1,-7050,0
48599,12.6,682,27,29,14,8,2,2,0,7050,1
44719,12.4,600,29,33,18,4,1,1,0,2699,1
42020,11.6,604,18,24,29,3,2,1,0,-2699,0
44526,12.2,649,19,32,22,5,0,2,0,998,0
43528,11.8,652,22,34,19,4,2,0,0,-998,1
40987,11.6,642,18,18,26,2,0,1,0,-4580,0
45567,12.8,585,26,34,18,6,3,1,1,4580,1
43173,12.2,641,22,14,21,5,1,2,0,928,0
42245,12.2,660,21,21,22,3,2,0,0,-928,1
48215,13.0,659,25,35,16,5,2,2,1,8121,1
40094,11.6,637,16,16,25,2,1,0,0,-8121,0
40608,12.2,640,20,13,15,4,1,0,0,-2411,0
43019,12.2,731,15,21,20,3,1,2,0,2411,1
42800,11.6,559,22,44,32,2,0,0,0,-10975,0
53775,13.4,717,32,29,22,8,3,2,1,10975,1
42800,11.6,559,22,44,32,2,0,0,0,-10975,0
53775,13.4,717,32,29,22,8,3,2,1,10975,1
44767,11.2,596,20,17,48,3,0,0,0,-13429,0
58196,13.8,701,48,47,20,7,3,2,1,13429,1
39188,11.4,579,16,22,28,2,1,0,0,-9550,0
48738,12.4,634,28,31,16,7,2,2,0,9550,1
43492,12.8,662,21,28,13,4,1,1,0,13,1
43479,12.0,746,13,11,21,4,2,1,0,-13,0
49384,13.0,630,29,37,28,4,0,0,1,3636,1
45748,12.0,615,28,43,29,3,3,2,0,-3636,0
46941,11.8,679,23,29,33,6,2,1,0,-1219,0
48160,12.6,651,33,34,23,3,1,1,0,1219,1
37323,11.6,649,12,15,25,1,1,1,0,-9157,0
46480,12.4,676,25,32,12,5,1,1,0,9157,1
37338,12.4,763,7,6,11,1,0,0,0,-2045,0
39383,12.4,765,11,11,7,2,3,2,0,2045,1
39164,11.8,612,15,21,24,1,1,0,0,-9526,0
48690,12.6,706,24,32,15,5,2,2,1,9526,1
44440,12.4,606,24,31,20,4,1,2,0,1079,1
43361,11.8,649,20,28,24,3,2,0,0,-1079,0
42869,12.4,700,17,25,12,3,2,2,1,5456,1
37413,11.8,671,12,12,17,1,0,0,0,-5456,0
38180,11.8,639,13,16,14,1,2,1,0,27,0
38153,11.0,593,14,18,13,3,0,1,0,-27,1
40843,12.4,722,16,22,21,2,1,1,0,-3026,0
43869,12.4,691,21,19,16,4,2,1,0,3026,1
44270,11.6,590,24,26,31,6,1,1,0,-2195,0
46465,12.8,541,31,44,24,4,1,1,1,2195,1
33925,11.0,608,6,9,12,1,0,1,0,-8552,0
42477,11.6,658,12,16,6,9,3,1,1,8552,1
48950,12.6,663,28,36,19,8,1,2,0,9943,1
39007,11.6,533,19,27,28,1,1,0,0,-9943,0
44131,11.8,673,16,30,22,3,0,1,0,-111,0
44242,12.0,736,22,23,16,3,3,1,0,111,1
46586,12.8,732,25,32,16,3,2,1,0,1377,1
45209,12.2,687,16,13,25,3,1,1,1,-1377,0
43094,12.4,683,21,23,25,3,1,1,0,-5063,0
48157,13.2,687,25,38,21,3,1,1,1,5063,1
41756,11.8,573,19,25,36,2,0,1,0,-11379,0
53135,13.0,690,36,44,19,5,3,1,1,11379,1
36539,11.4,649,11,9,28,1,1,0,0,-11210,0
47749,13.2,712,28,26,11,7,1,2,1,11210,1
43686,11.8,647,19,24,25,2,2,2,0,-2356,0
46042,12.4,690,25,38,19,4,1,0,0,2356,1
44407,12.2,691,19,24,20,5,0,2,0,966,0
43441,12.4,680,20,23,19,3,3,0,0,-966,1
35922,11.2,635,10,17,20,0,0,0,0,-11917,0
47839,13.0,778,20,24,10,5,3,2,1,11917,1
36728,11.8,675,12,18,18,0,0,0,0,-7959,0
44687,12.8,715,18,14,12,6,3,2,1,7959,1
44093,11.8,628,22,28,30,2,1,1,0,-2133,1
46226,12.2,708,30,25,22,3,2,1,0,2133,0
47488,12.4,548,30,38,27,3,1,0,1,900,1
46588,11.8,589,27,33,30,3,1,1,0,-900,0
45646,12.2,733,21,18,23,5,1,2,0,2980,0
42666,12.0,651,23,30,21,2,2,0,0,-2980,1
41440,11.8,646,15,29,13,2,0,1,0,2072,0
39368,12.2,727,13,18,15,1,2,1,0,-2072,1
41006,11.8,622,16,24,17,3,1,1,0,-736,0
41742,12.0,662,17,18,16,3,2,1,1,736,1
46737,12.0,627,26,25,30,2,0,1,0,-2575,0
49312,13.2,723,30,40,26,4,3,1,0,2575,1
42912,12.2,743,17,19,22,2,0,2,0,-2294,1
45206,13.2,661,22,26,17,3,3,0,1,2294,0
48956,12.6,665,26,24,27,4,2,1,0,1277,1
47679,12.8,618,27,34,26,3,0,1,1,-1277,0
41772,11.6,623,21,25,23,2,1,0,0,-2429,1
44201,12.2,654,23,25,21,3,1,2,0,2429,0
40616,11.4,688,16,25,13,2,2,0,0,-1880,1
42496,12.6,710,13,8,16,4,1,2,1,1880,0
41100,11.8,741,11,12,14,2,1,2,0,2334,0
38766,12.0,624,14,27,11,1,2,0,0,-2334,1
51422,12.6,640,39,50,14,8,2,2,0,11862,1
39560,11.4,594,14,10,39,2,1,0,0,-11862,0
42571,11.6,627,22,17,40,3,0,1,0,-14120,0
56691,13.2,695,40,41,22,8,3,1,1,14120,1
40717,11.6,584,18,25,26,2,0,1,0,-7050,0
47767,12.6,708,26,36,18,5,3,1,1,7050,1
42874,12.8,657,20,36,16,2,1,1,0,-1172,0
44046,11.6,725,16,24,20,2,2,1,0,1172,1
46202,12.6,738,21,24,7,6,2,0,0,11567,1
34635,11.6,574,7,6,21,1,0,2,0,-11567,0
44497,11.4,608,23,34,23,4,2,2,0,-868,1
45365,12.2,697,23,28,23,3,1,0,0,868,0
46862,12.4,580,24,39,24,3,2,1,1,2083,1
44779,12.0,645,24,32,24,4,1,1,0,-2083,0
39385,10.8,566,17,21,27,3,1,2,0,-8163,0
47548,12.6,672,27,41,17,4,2,0,1,8163,1
39598,11.8,685,14,20,19,3,1,1,0,-3843,0
43441,13.0,727,19,25,14,3,2,0,1,3843,1
42346,12.2,718,14,16,17,4,1,2,0,-866,0
43212,12.4,749,17,15,14,4,2,0,0,866,1
35526,11.4,656,11,17,15,1,1,0,0,-9802,0
45328,12.8,691,15,17,11,6,1,2,1,9802,1
48104,12.8,723,28,24,19,6,1,1,0,5049,0
43055,12.2,638,19,17,28,3,2,1,0,-5049,1
38890,11.0,597,14,15,30,1,0,0,0,-10096,0
