Gold,Level,Minions,Kills,Assists,Deaths,Towers,Dragons,Heralds,Barons,Gold_diff,Win
31885,10.2,480,12,14,12,3,2,0,0,3733,1
28152,10.2,489,12,7,12,0,0,2,0,-3733,0
30624,10.0,537,10,7,16,2,1,1,0,-2925,0
33549,10.0,519,16,21,10,2,1,1,0,2925,1
34626,10.4,547,17,17,8,3,2,2,0,5751,1
28875,9.8,488,8,9,17,1,0,0,0,-5751,0
34243,10.2,449,19,26,16,2,2,1,0,148,1
34095,10.2,472,16,26,19,2,0,1,0,-148,0
31538,10.2,472,17,22,13,1,1,0,0,-1084,0
32622,10.2,534,13,12,17,1,0,1,0,1084,1
35451,10.0,498,18,24,17,2,1,1,0,3949,1
31502,9.4,438,17,22,18,1,0,0,0,-3949,0
37559,10.8,471,24,22,14,3,1,1,0,7948,1
29611,9.6,403,14,14,24,0,0,0,0,-7948,0
35077,10.0,449,22,17,19,3,2,1,0,-376,1
35453,10.0,427,19,15,22,3,0,0,0,376,0
33998,10.2,501,18,16,17,2,0,1,0,350,1
33648,10.4,457,17,23,18,1,2,1,0,-350,0
31156,9.8,461,13,15,20,0,0,1,0,-1063,0
32219,10.4,435,20,20,13,2,2,0,0,1063,1
34173,10.0,467,19,20,15,2,0,0,0,1381,0
32792,10.0,490,15,16,19,0,1,2,0,-1381,1
35805,10.4,527,19,18,12,4,0,1,0,8198,1
27607,9.8,429,12,12,19,0,2,0,0,-8198,0
35142,10.2,513,22,23,11,2,2,1,0,6802,1
28340,9.8,416,11,15,22,0,1,1,0,-6802,0
31838,9.8,449,15,18,23,1,1,1,0,-6390,0
38228,10.8,518,23,31,15,3,1,1,0,6390,1
31537,9.8,466,19,25,14,0,2,0,0,-1179,0
32716,10.2,499,14,18,19,2,0,1,0,1179,1
30073,9.8,464,12,12,22,1,1,0,0,-3832,1
33905,9.8,510,22,20,12,2,1,1,0,3832,0
38857,10.4,553,24,18,12,3,2,1,0,7525,1
31332,9.6,426,12,15,24,2,0,0,0,-7525,0
33024,10.8,556,13,14,13,1,0,1,0,1781,0
31243,10.2,571,13,12,13,0,2,1,0,-1781,1
31655,10.4,532,12,10,11,1,2,0,0,2405,1
29250,10.2,518,11,9,12,0,1,2,0,-2405,0
31431,10.0,532,12,9,20,2,2,0,0,-5008,0
36439,10.2,509,20,20,12,4,0,1,0,5008,1
30223,10.0,523,11,5,10,2,0,1,0,498,1
29725,10.2,516,10,11,11,0,1,0,0,-498,0
38183,10.8,538,26,32,13,3,0,1,0,8898,1
29285,9.8,391,13,16,26,0,1,0,0,-8898,0
30096,9.8,495,11,16,20,0,0,0,0,-6546,0
36642,10.4,541,20,20,11,4,2,1,0,6546,1
38872,10.6,560,23,22,9,6,2,2,0,13530,1
25342,9.6,408,9,5,23,0,0,0,0,-13530,0
31013,9.2,423,18,24,28,0,1,0,0,-7458,1
38471,10.4,496,28,39,18,3,1,1,0,7458,0
32747,9.8,420,20,32,25,0,0,0,0,-6263,0
39010,10.4,543,25,23,20,3,2,2,0,6263,1
29697,10.0,487,11,11,19,0,1,0,0,-7046,0
36743,10.8,527,19,21,11,4,1,2,0,7046,1
33209,9.8,467,18,16,12,2,0,1,0,2745,1
30464,9.6,472,12,15,18,1,2,0,0,-2745,0
32597,10.2,507,11,13,18,2,0,2,0,-1604,0
34201,10.4,523,18,27,11,2,2,0,0,1604,1
30788,9.8,481,15,14,15,0,0,1,0,-1945,0
32733,10.4,489,15,13,15,2,2,1,0,1945,1
34641,10.6,503,18,11,14,4,0,2,0,4401,0
30240,10.0,505,14,14,18,1,2,0,0,-4401,1
34095,10.0,520,15,18,13,2,1,1,0,3153,1
30942,10.0,491,13,13,15,1,1,0,0,-3153,0
29002,10.2,507,13,7,6,1,1,0,0,-78,0
29080,9.8,551,6,4,13,1,0,1,0,78,1
30528,9.8,428,15,22,26,1,0,0,0,-11817,0
42345,10.8,579,26,21,15,6,2,2,0,11817,1
30528,9.8,428,15,22,26,1,0,0,0,-11817,0
42345,10.8,579,26,21,15,6,2,2,0,11817,1
35317,9.6,432,18,16,40,2,0,0,0,-9660,0
44977,11.2,510,40,44,18,4,2,1,0,9660,1
29233,9.4,470,10,12,18,2,0,0,0,-5069,0
34302,10.2,492,18,21,10,2,2,1,0,5069,1
32324,10.4,485,16,22,10,1,1,1,0,359,1
31965,10.2,550,10,6,16,2,1,1,0,-359,0
34390,9.8,486,19,20,22,2,0,0,0,-885,1
35275,9.8,466,22,32,19,1,2,2,0,885,0
34897,10.2,538,18,20,21,2,2,1,0,-1205,0
36102,10.6,492,21,17,18,2,0,1,0,1205,1
36457,10.8,551,23,20,8,3,2,1,0,8561,1
27896,10.0,517,8,7,23,0,0,0,0,-8561,0
32231,10.2,472,16,12,18,1,2,1,0,-249,1
32480,10.0,472,18,20,16,1,0,1,0,249,0
29986,10.4,552,9,7,13,1,1,1,0,-2735,0
32721,10.4,538,13,16,9,2,0,0,0,2735,1
28424,10.4,577,4,4,6,1,0,0,0,-227,0
28651,10.2,573,6,5,4,1,2,2,0,227,1
30516,10.0,457,13,18,18,1,1,0,0,-5778,0
36294,10.4,539,18,23,13,3,1,1,0,5778,1
31653,10.2,492,14,12,12,1,0,2,0,-1121,1
32774,9.8,535,12,12,14,3,2,0,0,1121,0
33184,10.0,529,15,21,11,3,1,1,0,2982,1
30202,10.0,517,11,12,15,1,0,0,0,-2982,0
29160,10.0,487,9,10,11,1,2,0,0,-1422,0
30582,9.6,477,11,14,9,2,0,1,0,1422,1
30321,10.4,540,12,16,15,0,1,1,0,-2921,0
33242,10.4,546,15,12,12,2,1,0,0,2921,1
33362,10.0,469,17,19,22,2,0,1,0,237,0
33125,10.2,423,22,25,17,2,1,1,0,-237,1
24940,9.4,468,4,3,11,0,0,1,0,-7791,0
32731,9.8,524,11,13,4,4,2,1,0,7791,1
35574,10.4,537,16,19,10,3,1,1,0,8086,1
27488,9.6,434,10,14,16,0,1,0,0,-8086,0
32713,10.0,546,12,9,23,2,1,0,0,-4793,0
37506,9.8,465,23,34,12,4,1,1,0,4793,1
32696,9.8,498,12,21,17,2,0,1,0,-2156,0
34852,10.4,575,17,18,12,3,2,0,0,2156,1
33341,10.4,545,17,15,15,1,1,1,0,-2286,1
35627,10.2,540,15,12,17,2,1,1,0,2286,0
34240,10.4,538,17,18,15,3,1,0,0,160,0
34080,10.2,524,15,17,17,2,0,1,0,-160,1
30508,9.6,411,13,16,30,1,0,1,0,-11099,0
41607,10.6,544,30,36,13,4,2,1,0,11099,1
28623,10.4,521,11,13,13,0,1,0,0,-5040,0
33663,10.6,537,13,17,11,3,1,1,0,5040,1
29022,9.8,511,10,14,10,1,2,0,0,-1709,1
30731,10.0,483,10,9,10,3,0,2,0,1709,0
29422,9.8,523,10,8,15,0,1,0,0,-4226,0
33648,10.2,526,15,10,10,4,1,1,0,4226,1
33317,10.2,519,14,14,14,1,1,2,0,81,0
33236,10.2,571,14,15,14,2,1,0,0,-81,1
32806,10.4,555,13,14,13,1,0,2,0,-294,0
33100,10.4,533,13,14,13,2,2,0,0,294,1
28035,9.4,485,8,10,17,0,0,0,0,-8373,0
36408,10.6,601,17,19,8,3,2,2,0,8373,1
